householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
631,987562,389,3:27 PM,Sep 16,-0.11,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
725,1134522,400,1:59 PM,Jun 4,-0.09,0,0,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,Rear Aisle
622,895680,298,7:20 PM,Oct 24,-4.32,0,0,6.46,FROZEN PIZZA,PIZZA/TRADITIONAL,Front End Cap
696,1103741,448,11:15 AM,Dec 2,-2.37,0,0,3,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,In-Shelf
725,1053763,400,6:23 PM,May 6,-0.4,0,0,0.4,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,Other Location Display
718,1005202,324,5:39 PM,May 4,-3.19,0,0,0,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,Rear Aisle
764,859075,346,7:54 PM,May 14,-1.19,0,0,1.5,CHEESE,SHREDDED CHEESE,Rear Aisle
712,825665,448,12:06 PM,Oct 19,-0.89,0,0,2.5,COOKIES/CONES,GRAHAM CRACKERS,In-Aisle
768,1075214,323,6:40 PM,May 31,-3,0,0,5.99,BATH TISSUES,TOILET TISSUE,Front End Cap
755,916993,433,12:05 PM,Jun 14,-0.19,0,0,2,MILK BY-PRODUCTS,COTTAGE CHEESE,In-Aisle
725,885697,400,2:05 PM,Oct 23,-0.69,0,0,1.5,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,Front End Cap
706,1110857,343,4:43 PM,Jul 14,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
788,5569845,313,12:46 PM,Jul 22,-2.19,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front Aisle
768,8293314,323,9:20 PM,Apr 16,0,0,0,0.5,SPRING/SUMMER SEASONAL,MISCELLANEOUS CANDY (INCLUDING,In-Aisle
607,1094746,372,9:26 PM,Nov 9,-3.18,0,0,2,DINNER MXS:DRY,SKILLET DINNERS,Front End Cap
731,9487727,445,2:04 PM,Jan 20,-0.49,0,0,1,JUICE,JUICE (UNDER 10% JUICE),Front Aisle
718,910032,324,8:03 PM,Apr 12,-2.04,0,0,1.25,HOT DOGS,PREMIUM - MEAT,Rear Aisle
771,847789,359,10:02 PM,Mar 23,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Shelf
768,1029743,323,6:20 AM,Nov 20,-0.92,0,0,1.77,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
786,940947,339,9:16 AM,Dec 22,0,0,0,2.99,HEAT/SERVE,ENTREES,Other Location Display
766,13910932,333,3:31 PM,Apr 4,-0.79,0,0,2.5,HAIR CARE PRODUCTS,HAIR SETS AND GELS,Front End Cap
761,13910642,343,9:50 AM,Jan 14,0,0,0,0.99,TOYS AND GAMES,DECOR,In-Aisle
718,891542,324,5:30 PM,May 21,-0.51,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
771,942525,424,10:24 AM,Jul 24,-1.51,0,0,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,Rear End Cap
661,959516,427,2:38 PM,Sep 27,0,0,0,2.99,PET CARE SUPPLIES,RAWHIDE CHEWS,Rear End Cap
725,1053763,400,12:36 PM,Jun 11,-0.4,0,0,0.4,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,Other Location Display
725,859075,400,2:04 PM,Jun 18,-0.56,0,0,3,CHEESE,SHREDDED CHEESE,In-Aisle
715,955370,389,8:40 AM,Sep 3,-0.32,0,0,1,DRY SAUCES/GRAVY,GRAVY CAN/GLASS,In-Shelf
718,883404,324,5:06 PM,Jun 21,-0.1,0,0,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
768,1136257,323,12:01 PM,Oct 12,-0.22,0,0,3.34,CHEESE,SHREDDED CHEESE,In-Aisle
605,969836,369,1:31 PM,Oct 17,-1.6,0,0,0.99,LUNCHMEAT,LUNCH COMBO,Rear Aisle
741,982485,315,6:38 PM,Nov 22,-0.69,0,0,2,RICE CAKES,RICE CAKES,Other Location Display
631,826249,389,2:08 PM,Apr 6,0,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,In-Shelf
692,1098066,335,4:16 PM,Apr 13,-0.2,0,0,0.79,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
699,7466903,408,8:14 PM,Mar 17,-0.19,0,0,2.5,BAG SNACKS,POTATO CHIPS,Other Location Display
607,9527494,432,5:41 PM,Mar 17,-0.99,0,0,2,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
788,1108131,360,2:31 PM,Mar 18,-0.99,0,0,2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Other Location Display
712,1042907,448,2:24 PM,Apr 12,-2.58,0,0,5,BACON,PREMIUM,Rear Aisle
718,883404,324,7:06 PM,May 2,-0.09,0,0,0.9,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
606,993466,446,8:39 PM,Oct 18,-1.59,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
788,1047968,360,2:13 PM,Sep 12,-0.1,0,0,1.69,VEGETABLES - SHELF STABLE,SPINACH & GREENS,In-Shelf
696,1017799,31742,11:22 AM,Sep 13,-1.4,0,0,3.99,ICE CREAM/MILK/SHERBTS,PREMIUM,Front End Cap
607,833025,304,10:05 PM,Oct 28,-0.2,0,0,1,MILK BY-PRODUCTS,SOUR CREAMS,Front Aisle
768,845705,323,6:20 AM,Oct 29,-0.99,0,0,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,In-Aisle
740,942088,404,2:00 PM,Oct 26,-1.57,0,0,2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Side-Aisle End Cap
733,1029743,356,1:37 PM,Oct 26,0,0,0,2.52,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
797,909647,450,4:42 PM,Aug 27,0,0,0,6.99,DOMESTIC WINE,POPULAR 750ML WINES,Front Aisle
614,12384332,288,7:35 PM,Sep 26,0,0,0,0.99,BAKING MIXES,LAYER CAKE MIX,Other Location Display
630,1127624,306,2:38 PM,Oct 30,0,0,0,2,FROZEN PIZZA,PIZZA/ECONOMY,Front End Cap
731,951590,438,3:01 PM,Nov 4,-1.64,0,0,1.94,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Rear Aisle
680,990797,424,5:26 PM,Mar 22,-0.8,0,0,1.88,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,Rear End Cap
718,977499,324,9:30 PM,Nov 6,-0.14,0,0,1.4,DINNER MXS:DRY,MACARONI & CHEESE DNRS,In-Shelf
607,1053763,432,9:11 PM,Dec 1,0,0,0,1.2,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,Front Aisle
712,6423739,448,10:54 AM,Apr 17,-0.29,0,0,2.5,COOKIES/CONES,CONES,Front End Cap
764,13671433,346,3:05 PM,Jan 4,-1,0,0,4.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,Rear Aisle
630,896862,323,2:06 PM,May 12,-2.98,0,0,5,BACON,ECONOMY,Rear Aisle
761,883404,343,11:39 AM,Oct 2,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
768,834117,323,5:40 PM,Jun 14,0,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Other Location Display
631,13382461,389,1:10 PM,Jun 14,-0.59,0,0,2,BAG SNACKS,TORTILLA/NACHO CHIPS,Side-Aisle End Cap
761,930917,343,11:07 AM,Jul 3,0,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,Rear End Cap
779,987562,343,1:22 PM,Nov 13,-0.22,0,0,3.34,CHEESE,SHREDDED CHEESE,In-Aisle
647,987562,343,7:30 PM,Nov 13,-0.11,0,0,1.67,CHEESE,SHREDDED CHEESE,In-Aisle
647,871756,384,4:15 PM,Mar 4,-2.19,0,0,1.5,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,Front End Cap
718,932863,324,6:32 PM,Mar 21,-2.99,0,0,2.99,HOT DOGS,PREMIUM - MEAT,Rear Aisle
768,957741,323,12:28 PM,May 6,-1.49,0,0,1.5,LUNCHMEAT,BOLOGNA,Other Location Display
788,12188584,313,1:33 PM,Aug 5,0,0,0,1.34,BAKING MIXES,FROSTING,Rear End Cap
786,993592,339,8:58 AM,Jun 23,-2.29,0,0,1.5,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
716,883404,400,8:44 AM,Oct 21,-0.29,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
607,1128665,412,5:52 PM,Jul 17,-0.69,0,0,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Rear Aisle
718,859075,324,9:53 AM,Oct 23,-0.3,0,0,3.48,CHEESE,SHREDDED CHEESE,Other Location Display
647,951197,343,5:32 PM,Sep 4,-2.67,0,0,4.5,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,In-Aisle
718,938700,324,4:49 PM,Dec 7,-0.1,0,0,1.48,VEGETABLES - SHELF STABLE,CORN,Other Location Display
647,1118244,438,6:20 PM,Feb 7,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
725,1062782,400,11:10 AM,Dec 24,-0.39,0,0,1.5,PNT BTR/JELLY/JAMS,JELLY,Rear End Cap
716,868764,400,2:49 PM,Dec 30,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
605,925164,339,12:17 PM,Jan 1,-0.99,0,0,1,BREAKFAST SWEETS,SW GDS:DONUTS,Rear Aisle
725,868764,400,12:28 PM,Jan 1,-1.18,0,0,2,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
771,15483641,424,2:52 PM,Apr 28,-1.69,0,0,2,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,Front End Cap
771,967751,424,10:11 AM,May 1,-7.77,0,0,3,MEAT - MISC,SANDWICHES&HANDHELDS,Rear Aisle
661,1005372,427,12:23 AM,Jul 29,-0.08,0,0,1.5,COLD AND FLU,COUGH SYRP/LOZNG-DRP/XPCTRNT,In-Aisle
764,10344586,368,5:22 PM,May 30,-1.51,0,0,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,Front End Cap
607,10285141,372,5:04 AM,Sep 19,-0.49,0,0,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Front Aisle
766,923746,333,1:23 PM,Nov 10,0,0,0,1.57,EGGS,EGGS - LARGE,In-Aisle
731,1110142,438,3:48 PM,Nov 11,-0.2,0,0,1,MILK BY-PRODUCTS,SOUR CREAMS,In-Aisle
680,9527290,424,8:13 PM,Jan 25,-0.23,0,0,1.77,BAG SNACKS,POTATO CHIPS,In-Aisle
718,998566,324,5:46 PM,Mar 14,-0.59,0,0,1,FITNESS&DIET,FITNESS&DIET - BARS,In-Aisle
762,861279,391,9:05 PM,Jan 13,0,0,0,4.19,CONDIMENTS/SAUCES,STEAK & WORCHESTER SAUCE,Rear Aisle
715,925514,443,3:58 PM,Aug 21,-2.4,0,0,1.75,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
761,1029688,343,9:36 PM,Sep 13,0,0,0,16.99,BEERS/ALES,BEERALEMALT LIQUORS,In-Aisle
622,844165,356,7:18 PM,May 21,-1.42,0,0,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
762,862349,31862,9:02 PM,Aug 3,-0.19,0,0,1.7,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
696,1003188,31742,3:24 PM,Jun 9,0,0,0,2.98,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Other Location Display
762,938319,31862,6:10 PM,Sep 2,-0.3,0,0,3.29,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,Rear Aisle
768,1041512,323,7:21 PM,Aug 8,-1.34,0,0,1.25,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,Front End Cap
771,883404,318,2:45 PM,Aug 10,-0.29,0,0,1,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
797,1135769,450,10:41 AM,Oct 9,0,0,0,21.98,DOMESTIC WINE,PREMIUM 750ML WINES,Side-Aisle End Cap
740,1080771,404,9:04 PM,Oct 15,0,0,0,1.58,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,In-Shelf
661,1031087,427,6:02 PM,Apr 13,-5.7,0,0,5.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Front End Cap
696,839075,31742,2:49 PM,May 9,0,0,0,10.99,BEERS/ALES,BEERALEMALT LIQUORS,Side-Aisle End Cap
680,8090536,424,4:13 PM,Jun 16,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
755,969725,433,4:32 PM,Oct 10,-3,0,0,9.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,Other Location Display
761,1041796,343,8:44 PM,Apr 15,-0.7,0,0,2.69,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Rear End Cap
630,981760,306,2:16 PM,Jan 17,-0.4,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
712,829950,448,11:20 AM,Nov 5,-4,0,0,11.98,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Front End Cap
718,8090521,324,9:30 PM,Nov 6,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
630,981760,306,4:52 PM,Jan 18,-0.4,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
647,9527494,343,9:14 PM,Nov 24,0,0,0,2,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
762,7024830,31862,4:56 PM,Nov 25,-0.5,0,0,2,BAKED BREAD/BUNS/ROLLS,SANDWICH BUNS,Rear Aisle
718,1038111,324,5:26 PM,Jan 29,0,0,0,3.29,PLASTIC HOUSEWARES,DISPOSABLE FD STORAGE CONTAINR,In-Aisle
680,9296787,424,3:44 PM,Jan 31,-1.19,0,0,2,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-SEASONAL,Rear Aisle
725,1045220,400,1:58 PM,Jan 8,0,0,0,1,MEAT - SHELF STABLE,PASTA: CANNED,Rear End Cap
788,1029504,360,3:50 PM,Jun 14,0,0,0,1,BAG SNACKS,PRETZELS,Side-Aisle End Cap
715,819255,415,1:40 PM,Aug 16,-0.99,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
725,987562,400,5:00 PM,Nov 5,-0.53,0,0,1.25,CHEESE,SHREDDED CHEESE,Other Location Display
766,921744,322,2:30 PM,Nov 12,-0.71,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Other Location Display
766,1029743,322,2:30 PM,Nov 12,0,0,0,2.77,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
786,5569230,448,10:53 AM,Nov 14,-1.94,0,0,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
716,1040371,400,7:48 PM,Apr 8,-2.5,0,0,2.48,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,In-Aisle
797,10284833,450,12:45 PM,May 10,-0.79,0,0,2,CONVENIENT BRKFST/WHLSM SNACKS,FRUIT SNACKS,Rear End Cap
718,1050699,324,5:00 PM,Aug 3,-0.2,0,0,3.78,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,Rear Aisle
725,1038217,400,8:27 AM,Oct 18,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Rear End Cap
631,859075,389,2:21 PM,Aug 5,-0.64,0,0,1.25,CHEESE,SHREDDED CHEESE,In-Aisle
753,1008316,396,7:54 PM,Aug 6,-0.98,0,0,2,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,Rear End Cap
712,954673,448,11:01 AM,Aug 19,-0.49,0,0,2.5,CRACKERS/MISC BKD FD,SNACK CRACKERS,Other Location Display
607,10285141,372,7:18 PM,Sep 22,-1.47,0,0,3,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Front Aisle
771,905164,424,6:40 PM,Jun 22,-0.5,0,0,2,APPLES,APPLES OTHER (BULK&BAG),In-Aisle
768,1096036,323,12:36 PM,Jun 23,0,0,0,1.72,CHEESE,IWS SINGLE CHEESE,In-Aisle
605,965772,448,7:40 PM,Oct 21,-1.98,0,0,6,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
718,910032,324,9:53 AM,Oct 23,-3.29,0,0,3.29,HOT DOGS,PREMIUM - MEAT,Rear Aisle
768,859075,323,6:23 AM,Dec 2,-0.28,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
696,849843,31742,3:21 PM,Apr 17,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,Other Location Display
725,882830,400,2:08 PM,Feb 5,-0.29,0,0,1,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,Rear End Cap
631,859010,389,3:50 PM,Dec 11,-0.59,0,0,2,BAG SNACKS,TORTILLA/NACHO CHIPS,Front End Cap
699,6533362,408,2:44 PM,Dec 28,-1.49,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
761,995896,343,11:15 AM,Jun 24,-4.49,0,0,4.49,BACON,PREMIUM,In-Aisle
731,13115699,384,3:31 PM,Sep 6,-1.77,0,0,3,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,Rear End Cap
601,1126808,329,6:08 PM,Jun 26,0,0,0,2,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Front End Cap
786,5565352,448,12:44 PM,Oct 29,0,0,0,1.99,AUTOMOTIVE PRODUCTS,ANTIFREEZE,Rear End Cap
696,1054402,369,12:34 PM,Nov 30,0,0,0,8.79,BEERS/ALES,BEERALEMALT LIQUORS,Other Location Display
725,896369,400,3:04 PM,Dec 4,-0.79,0,0,1,PNT BTR/JELLY/JAMS,PEANUT BUTTER,Rear End Cap
718,1127716,324,6:01 PM,Oct 17,-0.99,0,0,3,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
712,5566674,448,12:06 PM,Oct 19,-1.05,0,0,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Rear End Cap
797,10355978,450,5:41 PM,Aug 10,-0.62,0,0,1.88,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,Front Aisle
762,1038217,391,8:38 PM,Jul 8,-0.1,0,0,1.29,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),In-Shelf
647,909129,343,5:34 PM,Sep 7,-1.4,0,0,3.99,ICE CREAM/MILK/SHERBTS,PREMIUM,Rear End Cap
768,8293313,323,9:20 PM,Apr 16,0,0,0,0.25,SPRING/SUMMER SEASONAL,MISCELLANEOUS CANDY (INCLUDING,In-Aisle
768,919948,323,10:03 PM,Mar 1,-1,0,0,1,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,Front End Cap
786,1012922,339,8:07 AM,Jan 25,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
718,9469110,324,8:38 AM,Mar 4,-3.99,0,0,3.99,DINNER SAUSAGE,SMOKED/COOKED,Rear Aisle
733,845868,356,3:53 PM,Apr 13,-1.99,0,0,1,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Rear End Cap
696,1022053,31742,3:34 PM,Feb 11,-0.61,0,0,1.88,BAG SNACKS,CORN CHIPS,Rear Aisle
768,1127838,323,6:28 AM,Mar 31,-1,0,0,1.99,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,Other Location Display
606,1084331,446,8:21 PM,Mar 31,-0.89,0,0,1,PAPER HOUSEWARES,FOAM PLATES,Front End Cap
696,5569374,31742,9:51 PM,Apr 12,-2.19,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear Aisle
622,942088,298,7:09 PM,Jan 14,-0.52,0,0,0.67,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
647,914190,343,4:20 PM,Jul 5,-0.99,0,0,1,CHEESE,CREAM CHEESE,In-Aisle
696,15629950,31742,11:43 AM,Oct 1,-0.98,0,0,3,CANDY - PACKAGED,CANDY & BREATH MINTS (PKGD) (N,Front Aisle
787,1082212,389,10:01 AM,Jul 22,0,0,0,2.49,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Shelf
761,836163,445,1:17 PM,May 28,-1.39,0,0,1.5,COOKIES/CONES,CHOCOLATE COVERED COOKIES,Rear End Cap
766,1074524,333,8:00 PM,Oct 4,-0.39,0,0,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Front Aisle
718,859010,324,6:15 PM,Sep 27,-0.71,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Rear Aisle
786,1065538,339,8:34 AM,Jun 8,0,0,0,15.99,BEERS/ALES,BEERALEMALT LIQUORS,Mid-Aisle End Cap
605,1093571,369,3:58 PM,Sep 5,-0.59,0,0,2,DRIED FRUIT,DRIED FRUIT - OTHER,In-Aisle
712,901397,369,11:16 AM,Oct 10,-1,0,0,4.99,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,Mid-Aisle End Cap
699,15926885,408,1:30 PM,Oct 17,-0.99,0,0,1.5,BAG SNACKS,BAGGED CHEESE SNACKS,Front End Cap
788,1116624,360,11:57 AM,Nov 17,0,0,0,0.5,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,Front Aisle
725,1053690,400,12:33 PM,Nov 18,-2.36,0,0,4,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
788,13511822,360,9:53 AM,Nov 23,-1.2,0,0,1.99,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,In-Aisle
607,819255,304,10:05 PM,Oct 28,-3.49,0,0,3.49,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Front Aisle
706,872137,343,10:09 PM,Aug 13,-2,0,0,5.98,BUTTER,BUTTER,In-Aisle
768,1091976,323,4:13 PM,Jun 15,0,0,0,0.69,CONDIMENTS/SAUCES,SALAD MUSTARD,Other Location Display
712,971005,448,12:24 PM,Jun 18,-3,0,0,4.99,FROZEN PIE/DESSERTS,FROZEN CREAM PIES,Front End Cap
601,5979283,306,10:23 AM,Nov 7,0,0,0,1.99,CANDY - CHECKLANE,MINTS CANDY & BREATH (NOT LIF,Front Aisle
647,1022119,438,5:54 PM,Nov 7,-0.54,0,0,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,Front End Cap
718,6034857,324,5:26 PM,Jan 29,-0.2,0,0,2.3,TOMATOES,TOMATOES GRAPE,In-Aisle
715,1065593,354,3:49 PM,Dec 13,0,0,0,1,BATH TISSUES,TOILET TISSUE,Rear End Cap
740,1003188,404,1:37 PM,Feb 9,-0.64,0,0,1.25,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Rear End Cap
755,1100972,382,6:37 PM,Sep 10,-0.8,0,0,2.69,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,Rear Aisle
788,1123720,318,5:36 PM,May 14,-0.99,0,0,1,FROZEN PIZZA,SNACKS/APPETIZERS,Front End Cap
766,12782181,333,3:06 PM,Aug 7,-0.49,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,Rear Aisle
761,914190,343,11:07 AM,Jul 3,-1.98,0,0,2,CHEESE,CREAM CHEESE,In-Aisle
614,982790,288,5:42 PM,Jul 4,-1.99,0,0,1,LUNCHMEAT,BOLOGNA,Rear Aisle
725,930917,400,5:00 PM,Nov 5,0,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,Rear End Cap
712,951590,448,1:16 PM,May 9,-0.39,0,0,1.5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
771,867547,424,8:33 PM,May 21,-0.65,0,0,2.34,MISC. DAIRY,REFRIGERATED PUDDING,Rear Aisle
680,1077490,424,4:47 PM,Sep 14,-1.08,0,0,1.5,SOUP,CONDENSED SOUP,In-Shelf
771,8160319,359,4:43 PM,Aug 4,0,0,0,1.19,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
718,999971,324,3:32 PM,Oct 11,-0.2,0,0,2.38,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
712,981760,448,12:05 PM,Jan 22,-0.8,0,0,1.58,EGGS,EGGS - X-LARGE,Rear Aisle
771,1048750,359,10:36 AM,Feb 1,-0.19,0,0,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED ENGLISH MUFFINS,Side-Aisle End Cap
761,822407,343,10:44 AM,Dec 3,0,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,Rear End Cap
647,1029964,343,12:30 PM,Apr 13,-0.29,0,0,2,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,Side-Aisle End Cap
771,883670,293,10:16 AM,Apr 8,-0.52,0,0,1.67,HAIR CARE PRODUCTS,SHAMPOO,Side-Aisle End Cap
768,1106091,306,8:47 PM,Mar 10,-0.4,0,0,2.79,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
630,1096036,306,10:02 AM,Dec 30,-0.36,0,0,1.5,CHEESE,IWS SINGLE CHEESE,In-Aisle
740,974306,370,5:09 PM,Jan 3,-0.81,0,0,0.88,BAKING MIXES,LAYER CAKE MIX,In-Shelf
680,987480,424,2:06 PM,Jul 11,-1.38,0,0,1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Rear Aisle
718,981760,324,12:17 PM,May 31,-0.08,0,0,1.08,EGGS,EGGS - X-LARGE,In-Aisle
731,859075,384,3:31 PM,Sep 6,-0.28,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
722,902238,359,4:28 PM,Nov 1,-1.99,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Front End Cap
762,15596254,31862,11:12 AM,Dec 1,-0.49,0,0,2.5,PREPARED/PKGD FOODS,CUPS,Side-Aisle End Cap
706,8292955,32004,11:20 AM,May 5,0,0,0,4.99,FILM AND CAMERA PRODUCTS,SINGLE USE CAMERAS,Front End Cap
761,17208470,343,9:20 PM,Aug 20,0,0,0,3.33,DRIED FRUIT,RAISINS,In-Aisle
606,976214,446,5:35 PM,Jul 22,-0.49,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Front End Cap
