householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
607,893018,27870894732,372,7:01 PM,Mar 17,1.97,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-1.02,0,0
725,844165,28210816137,400,12:38 PM,Apr 14,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Rear Aisle,-0.59,0,0
725,844165,28235614353,400,10:36 AM,Apr 12,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Rear Aisle,-0.59,0,0
607,948832,27900893498,372,6:05 PM,Mar 19,2.19,HOT DOGS,BETTER FOR YOU,2,Rear Aisle,-2.19,0,0
788,1038217,30845835923,318,12:49 PM,Sep 15,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,In-Shelf,-0.39,0,0
607,987724,29330151701,402,4:31 PM,Jun 26,1.25,CHEESE,SHREDDED CHEESE,1,In-Shelf,-0.64,0,0
696,983584,31198511375,31742,3:20 PM,Oct 13,2.49,FLUID MILK PRODUCTS,CHOCOLATE MILK,1,Front End Cap,0,0,0
786,1118244,32759940153,339,8:07 AM,Jan 25,2.5,DINNER SAUSAGE,SMOKED/COOKED,1,Rear Aisle,-0.49,0,0
712,5568378,33329925649,448,10:58 AM,Mar 8,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,-0.25,0,0
706,826249,33444216646,32004,3:15 PM,Mar 16,1,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,Other Location Display,0,0,0
762,13986470,34044930720,31862,12:50 PM,Apr 21,3.33,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,1,Side-Aisle End Cap,-0.56,0,0
788,987480,40174405224,360,9:46 AM,Jul 12,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,In-Aisle,-0.35,0,0
725,859075,34762442629,400,7:03 PM,May 20,1.25,CHEESE,SHREDDED CHEESE,1,Other Location Display,-0.53,0,0
712,822178,40314500201,31742,9:29 AM,Jul 23,2.29,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Rear Aisle,0,0,0
718,883404,34812306717,324,5:30 PM,May 21,1.19,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.1,0,0
725,819518,40739701481,400,3:11 PM,Aug 27,1,FRUIT - SHELF STABLE,CRANBERRY SAUCE,1,In-Shelf,-0.79,0,0
762,1038217,41008638022,391,8:08 PM,Sep 15,1.29,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Front End Cap,-0.1,0,0
631,987562,41679271325,389,2:03 PM,Oct 28,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-0.11,0,0
631,987562,41717711205,389,1:36 PM,Oct 31,1.67,CHEESE,SHREDDED CHEESE,1,In-Aisle,-0.11,0,0
762,15506577,42158751335,31862,3:27 PM,Dec 3,1.3,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,Side-Aisle End Cap,-0.09,0,0
607,858478,27798189091,372,5:50 PM,Mar 11,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Front Aisle,-0.4,0,0
731,840361,28571322539,329,4:35 PM,May 6,0.88,EGGS,EGGS - LARGE,1,In-Aisle,-0.51,0,0
722,1023633,28790494678,359,4:07 PM,May 25,4.99,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,1,In-Aisle,-3,0,0
718,916381,31145617363,324,7:04 PM,Oct 8,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
718,859075,29277022660,324,6:47 PM,Jun 22,1.76,CHEESE,SHREDDED CHEESE,1,In-Aisle,-0.13,0,0
725,883404,29277487448,400,4:50 PM,Jun 23,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.41,0,0
786,909894,31769857214,339,6:59 PM,Nov 18,1.9,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,Front End Cap,0,0,0
631,937292,31770086869,389,3:34 PM,Nov 18,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
699,9527290,33906032506,408,8:26 PM,Apr 10,3.34,BAG SNACKS,POTATO CHIPS,2,Other Location Display,-0.66,0,0
771,985889,33409692524,359,9:28 PM,Mar 13,2.29,CHEESE,NATURAL CHEESE EXACT WT CHUNKS,1,Side-Aisle End Cap,-1.7,0,0
605,847789,33002222658,369,2:28 PM,Feb 11,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.41,0,0
630,1048352,40374516246,306,3:01 PM,Jul 28,2,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.79,0,0
797,1029743,40853075488,450,11:34 AM,Sep 5,2.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
761,893501,42031202815,343,7:28 PM,Nov 23,4,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,4,In-Aisle,-2.36,0,0
622,1029688,28941768116,356,6:47 PM,Jun 2,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Front Aisle,0,0,0
788,1112754,31160940446,360,12:21 PM,Oct 9,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Other Location Display,0,0,0
768,834117,30580333367,323,9:02 PM,Aug 27,4.29,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,Rear Aisle,0,0,0
718,940726,29484475364,324,10:14 AM,Jul 3,2.19,LUNCHMEAT,MISCELLANEOUS,1,Rear Aisle,-0.1,0,0
712,949965,28093175416,448,10:35 AM,Apr 4,0,DINNER SAUSAGE,SMOKED/COOKED,1,Rear Aisle,-3.99,0,0
797,908064,28318228008,450,8:14 PM,Apr 22,2.5,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,Rear Aisle,-0.69,0,0
718,826249,28601832642,324,7:53 PM,May 9,0.89,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,Other Location Display,-0.1,0,0
768,1002787,30053790459,323,9:31 AM,Aug 2,7.16,FROZEN MEAT,BEEF - FULLY COOKED,1,Rear Aisle,-3.53,0,0
786,1012922,28941085526,339,10:43 AM,Jun 1,2.99,DINNER SAUSAGE,SMOKED/COOKED,1,Rear Aisle,0,0,0
605,1058997,32630382392,369,1:52 PM,Jan 16,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,-0.85,0,0
764,13190503,32670850229,33923,9:22 AM,Jan 17,2,TOYS AND GAMES,PARTY SEASONAL,2,In-Aisle,-0.58,0,0
761,904240,31541891387,343,12:13 PM,Nov 4,19.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,2,Rear Aisle,-19.99,0,0
718,849843,31804151811,324,5:06 PM,Nov 20,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,Other Location Display,-0.09,0,0
718,1129266,31833292650,324,6:14 PM,Nov 22,2.5,BAG SNACKS,DIPS (NON-REFRIGERATED),1,Rear Aisle,-0.39,-2.5,0
631,849843,33433361477,389,12:20 PM,Mar 15,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,In-Aisle,-0.3,0,0
771,8160319,32589717675,359,12:46 AM,Jan 14,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.26,0,0
771,5568729,41225502788,359,10:52 PM,Sep 24,3.3,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,0,0,0
699,907631,34850237447,408,7:27 PM,May 23,3,FROZEN PIZZA,SNACKS/APPETIZERS,1,Front End Cap,-0.79,0,0
699,1032924,40813171177,408,1:20 PM,Sep 2,2.5,BAG SNACKS,POTATO CHIPS,1,Other Location Display,-0.49,0,0
768,850841,35877520054,323,6:19 AM,Jun 23,1.76,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,Front End Cap,-0.16,0,0
786,956902,41628340608,316,11:02 AM,Oct 25,1.88,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,1,Front End Cap,-2.01,0,0
718,1105108,30822797263,327,4:08 PM,Sep 14,1.29,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1,In-Aisle,-0.1,0,0
692,1047316,29034151629,335,3:51 PM,Jun 5,2.59,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS,1,In-Aisle,0,0,0
661,1108168,30530982379,427,5:48 PM,Aug 21,1.88,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear End Cap,-0.21,0,0
605,845082,30031947761,448,7:04 PM,Jul 21,2.39,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Rear End Cap,-1.6,0,0
768,899618,31735225663,323,10:58 AM,Nov 15,4,WATER,SPRING WATER,4,Other Location Display,-5.96,0,0
766,10149640,31883885790,333,11:24 AM,Nov 25,4.99,BATH TISSUES,TOILET TISSUE,1,Rear End Cap,-4,0,0
753,966103,32149277082,317,7:10 PM,Dec 17,2,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,Front End Cap,-1.38,0,0
630,5591939,32187416475,306,3:20 PM,Dec 22,3.99,COFFEE,GROUND COFFEE,1,Front End Cap,-1.6,0,0
761,1019386,40128928851,343,3:54 PM,Jul 11,2.5,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,1,Side-Aisle End Cap,-0.19,0,0
712,999270,34641930843,448,1:31 PM,May 16,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
788,925514,40826732303,360,4:46 PM,Sep 3,0.75,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,3,Front Aisle,-1.04,0,0
786,13945141,35730336565,339,4:37 PM,Jun 19,2,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
718,1058779,41506355551,324,12:03 PM,Oct 15,1.25,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,In-Shelf,0,0,0
607,1113768,30871497999,432,11:03 PM,Sep 17,1.82,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,1,Rear End Cap,0,-0.75,-0.25
712,1056509,30175945894,448,12:51 PM,Aug 12,1.88,MILK BY-PRODUCTS,COTTAGE CHEESE,1,In-Aisle,-0.41,0,0
725,6463742,29471261408,400,2:26 PM,Jul 4,2,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.99,0,0
761,1087605,29485086627,343,11:53 AM,Jul 5,2.5,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,1,Side-Aisle End Cap,-0.99,0,0
787,1113274,29787965377,389,9:29 AM,Jul 19,5.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,Front End Cap,-3.95,0,0
716,1022119,31687520165,400,8:48 AM,Nov 11,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Front End Cap,-0.54,0,0
768,899618,31699240055,323,6:33 AM,Nov 12,2,WATER,SPRING WATER,2,Other Location Display,-2.98,0,0
647,6533362,32704897834,438,8:23 PM,Jan 20,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.49,0,0
696,5591170,33658000786,358,12:19 PM,Mar 28,2.29,CHEESE,SHREDDED CHEESE,1,Rear Aisle,-1.7,0,0
797,1133254,32053121684,450,4:57 PM,Dec 10,3,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,-1.09,0,0
680,5569374,32090767777,424,5:49 PM,Dec 13,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-1.94,0,0
614,840361,32090776329,288,4:43 PM,Dec 13,1,EGGS,EGGS - LARGE,1,Rear Aisle,-0.09,0,0
740,8065410,32091277905,404,7:45 PM,Dec 14,5,BACON,ECONOMY,2,Rear Aisle,-3.78,0,0
755,1055853,32113926204,338,2:45 PM,Dec 15,1,YOGURT,YOGURT NOT MULTI-PACKS,2,In-Aisle,-0.58,0,0
718,1002787,32408856365,324,3:43 PM,Jan 1,9.99,FROZEN MEAT,BEEF - FULLY COOKED,1,Rear Aisle,-1,0,0
788,849843,34577228505,318,5:36 PM,May 14,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,In-Aisle,-0.6,0,0
761,14019783,40341667207,343,12:31 PM,Jul 26,2.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE W/FLOUR,1,In-Aisle,-0.69,0,0
788,925514,40877170176,360,9:41 AM,Sep 7,0.25,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,-0.34,0,0
680,891405,40025762960,424,6:28 PM,Jun 30,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BAGELS,1,Rear Aisle,-0.79,0,0
699,917381,40595676026,408,12:51 PM,Aug 16,1.59,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,1,In-Shelf,-0.6,0,0
725,826249,40062112341,400,5:39 PM,Jul 3,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,In-Aisle,-0.3,0,0
761,856772,40062240899,343,11:07 AM,Jul 3,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle,-0.29,0,0
606,877337,41878387803,446,9:58 PM,Nov 12,1.88,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,Rear Aisle,-0.51,0,0
692,6533608,27889001079,335,1:20 PM,Mar 18,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-1.49,0,0
680,1098066,30627832288,424,3:43 PM,Aug 30,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.3,0,0
788,932675,33983467571,410,9:24 PM,Apr 16,1.48,BAG SNACKS,CORN CHIPS,1,Front Aisle,-1.01,0,0
761,1134522,32956897136,343,1:37 PM,Feb 7,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle,-0.09,0,0
712,904129,32137540670,448,12:45 PM,Dec 17,7.99,MEAT - MISC,GRND/PATTY - FROZEN,1,Rear Aisle,-1,0,0
740,1121369,34045267885,404,8:38 PM,Apr 21,1,FRUIT - SHELF STABLE,APPLE SAUCE,1,In-Shelf,-0.69,0,0
631,999270,40097903189,389,5:31 PM,Jul 6,5,BACON,ECONOMY,2,Rear Aisle,-2.98,0,0
715,981760,34338743420,389,6:15 PM,May 10,0.79,EGGS,EGGS - X-LARGE,1,Other Location Display,-0.3,0,0
601,9884204,40680801682,306,3:05 PM,Aug 23,2.5,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,1,Rear Aisle,-0.49,0,0
725,949965,40248476929,400,4:07 PM,Jul 18,3.99,DINNER SAUSAGE,SMOKED/COOKED,2,Rear Aisle,-3.99,0,0
696,872598,40472367676,31742,10:30 PM,Aug 5,1.29,HALLOWEEN,NOVELTIES,1,Rear End Cap,0,0,0
696,9416729,40061752444,31742,8:15 PM,Jul 3,2,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle,-4.58,0,0
631,860501,28391797384,389,4:11 PM,Apr 28,3,DINNER SAUSAGE,SMOKED/COOKED,1,Rear Aisle,-0.99,0,0
607,910673,28093043620,372,6:10 PM,Apr 4,3.99,MEAT - MISC,WINGS (IQF),1,Other Location Display,-2,0,0
607,930187,28093043620,372,6:10 PM,Apr 4,1,CONDIMENTS/SAUCES,BBQ SAUCE,1,In-Shelf,-0.99,0,0
797,9420320,28318228008,450,8:14 PM,Apr 22,9.99,JUICE,JUICE (100% JUICE),1,Front Aisle,-7.89,0,0
647,856252,27733012736,384,4:15 PM,Mar 4,4,FROZEN PIZZA,SNACKS/APPETIZERS,2,Other Location Display,-1.38,0,0
718,956609,28512500435,324,10:35 AM,May 2,1,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,3,Other Location Display,-1.67,0,0
607,844991,30036607964,432,8:58 PM,Jul 29,1.67,CHEESE,SHREDDED CHEESE,1,Rear Aisle,-1.32,0,0
771,1118393,30039055279,359,9:47 AM,Aug 1,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,0,0,0
725,930917,28744795679,400,10:53 AM,May 18,2,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf,-0.78,0,0
761,969725,30106374438,343,6:07 PM,Aug 6,12.99,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,2,Rear Aisle,-12.99,0,0
607,936594,29183023314,432,7:34 PM,Jun 16,1.2,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,1,Rear Aisle,-0.79,0,0
768,13008468,32670980014,323,5:10 AM,Jan 17,0.99,CANDY - PACKAGED,MISCELLANEOUS CANDY (INCLUDING,3,Front Aisle,0,0,0
768,833715,32670980054,323,6:20 AM,Jan 17,0.3,SOUP,RAMEN NOODLES/RAMEN CUPS,3,Front End Cap,-0.21,0,0
786,989069,31834190167,339,8:25 AM,Nov 24,5,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,2,Rear Aisle,-0.98,0,0
768,9487187,31993165043,323,6:16 AM,Dec 5,1,BAG SNACKS,POTATO CHIPS,1,In-Aisle,-0.59,0,0
712,6463729,33041575275,448,9:38 AM,Feb 15,2.5,ICE CREAM/MILK/SHERBTS,PREMIUM,1,Rear End Cap,-2.29,0,0
706,900610,33444216646,32004,3:15 PM,Mar 16,1.38,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,2,Other Location Display,0,0,0
605,1058997,33660175908,369,8:26 PM,Mar 31,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.85,0,0
762,13094889,33493798021,391,8:24 PM,Mar 20,3.49,NUTS,ALMONDS SHELLED,1,Side-Aisle End Cap,0,0,0
725,1098066,33155718856,400,6:18 PM,Feb 23,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,-0.41,0,0
631,999270,40085736513,389,1:08 PM,Jul 5,2.5,BACON,ECONOMY,1,Rear Aisle,-1.49,0,0
605,1115175,34032906351,369,8:23 PM,Apr 20,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,In-Aisle,-0.99,0,0
630,1022053,34204846985,306,4:26 PM,May 3,1.48,BAG SNACKS,CORN CHIPS,1,Front End Cap,-1.01,0,0
680,15926844,40174416589,359,3:30 PM,Jul 12,5,BAG SNACKS,POTATO CHIPS,2,Side-Aisle End Cap,0,0,0
712,1138467,40666725213,448,9:54 AM,Aug 21,2,MILK BY-PRODUCTS,AEROSOL TOPPINGS,1,Rear Aisle,-0.59,0,0
771,5568378,40335910510,424,10:24 AM,Jul 24,2,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Rear Aisle,-0.75,0,0
731,916381,40865177744,384,3:31 PM,Sep 6,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Mid-Aisle End Cap,-0.71,0,0
631,1106601,36028011436,389,2:42 PM,Jun 25,1.99,HOT CEREAL,INSTANT OATMEAL,1,Rear End Cap,-1.9,0,0
725,914190,40565656840,400,4:34 PM,Aug 13,2,CHEESE,CREAM CHEESE,2,In-Aisle,-0.9,0,0
631,1043035,41679271325,389,2:03 PM,Oct 28,2,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,3,Side-Aisle End Cap,-0.67,0,0
631,1043035,41704871098,389,1:32 PM,Oct 30,0.67,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1,Side-Aisle End Cap,-0.22,0,0
631,1043035,41717711205,389,1:36 PM,Oct 31,0.67,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,1,Side-Aisle End Cap,-0.22,0,0
718,1080279,27817367181,324,5:49 PM,Mar 12,0.2,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Other Location Display,-0.35,0,0
718,9655616,28379650327,324,9:16 AM,Apr 27,0.5,CANDY - CHECKLANE,CHEWING GUM,1,Front Aisle,-0.49,0,0
761,1071939,28619590636,343,9:13 AM,May 10,4,CHEESE,CREAM CHEESE,4,In-Aisle,-1.16,0,0
718,1013321,30822797263,327,4:08 PM,Sep 14,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,In-Shelf,-0.1,0,0
712,892500,31114676423,369,9:21 AM,Oct 5,2.99,FROZEN PIZZA,SNACKS/APPETIZERS,1,Front End Cap,-0.6,0,0
731,851569,29019535370,438,10:00 AM,Jun 4,6.99,SOFT DRINKS,ENERGY DRINK,1,Side-Aisle End Cap,0,0,0
718,10457532,30215772284,324,4:30 PM,Aug 11,2.06,COLD CEREAL,KIDS CEREAL,1,In-Shelf,-0.23,0,0
622,927030,29251002743,356,7:04 PM,Jun 20,5,FROZEN PIZZA,PIZZA/TRADITIONAL,2,Front End Cap,-2.7,0,0
696,872137,30531000599,31742,11:45 AM,Aug 21,2.99,BUTTER,BUTTER,1,Rear Aisle,-1,0,0
771,863529,33655906350,424,2:22 PM,Mar 24,2,BREAKFAST SAUSAGE/SANDWICHES,LINKS - COOKED,2,Rear Aisle,-3.58,0,0
762,8249513,31868816887,31862,4:56 PM,Nov 25,5.99,HEAT/SERVE,BEEF - FULLY COOKED,2,Rear Aisle,-5.99,0,0
779,823910,31908322838,381,6:02 PM,Nov 28,8.99,DOMESTIC WINE,POPULAR 750ML WINES,1,Front End Cap,0,0,0
762,1053730,34164136720,31862,5:17 PM,Apr 29,3.99,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,1,Rear Aisle,0,0,0
740,826835,41366579813,404,8:24 PM,Oct 4,5,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,2,Other Location Display,-0.38,0,0
753,924804,40968752536,396,9:56 PM,Sep 13,1.67,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1,Rear End Cap,-0.72,0,0
715,10285141,41260608738,415,7:25 PM,Sep 28,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,Other Location Display,-0.49,0,0
622,1029743,40841230603,322,10:53 AM,Sep 4,2.48,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,0,0,0
712,14077333,41917810251,448,10:08 AM,Nov 15,2,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,Rear End Cap,-1.15,0,0
788,923746,41931556261,360,2:49 PM,Nov 16,1.29,EGGS,EGGS - LARGE,1,Rear Aisle,-0.43,0,0
740,1111937,42009477552,404,5:10 PM,Nov 22,1.67,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-0.99,0,0
630,981760,29238748314,306,9:01 PM,Jun 19,1.76,EGGS,EGGS - X-LARGE,2,In-Aisle,-1.02,0,0
771,1096290,29484312568,359,9:07 PM,Jul 3,1.77,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,Mid-Aisle End Cap,-0.91,0,0
630,893018,29485001303,306,2:01 PM,Jul 5,2,CHEESE,IWS SINGLE CHEESE,1,In-Aisle,-0.99,0,0
768,974306,32614230045,323,6:16 AM,Jan 15,0.88,BAKING MIXES,LAYER CAKE MIX,1,In-Shelf,-0.81,0,0
718,1048200,32957681521,327,2:49 PM,Feb 9,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,Rear End Cap,-0.79,0,0
768,9527494,32989880337,323,9:30 AM,Feb 10,1.88,BAG SNACKS,POTATO CHIPS,1,Rear Aisle,-0.12,0,0
764,6554844,32408346038,33923,3:49 PM,Jan 1,1.99,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,0,0,0
680,13115579,33919451123,352,6:36 PM,Apr 11,2,BAG SNACKS,POTATO CHIPS,1,In-Aisle,-0.99,0,0
788,1038217,35666291593,360,3:50 PM,Jun 14,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Other Location Display,-0.39,0,0
722,15741049,35701507065,359,5:24 PM,Jun 16,6.99,BUTTER,BUTTER,1,Side-Aisle End Cap,0,0,0
762,862349,40050202400,31862,7:49 PM,Jul 2,1.75,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,-0.1,0,0
786,1096036,41756336566,339,4:45 PM,Nov 3,1.25,CHEESE,IWS SINGLE CHEESE,1,Rear Aisle,-0.61,0,0
718,7433753,41795706972,324,6:33 PM,Nov 6,4.68,BABY HBC,BABY WIPES,1,Rear End Cap,0,0,0
715,1045109,41865712187,415,5:47 PM,Nov 11,1,FROZEN MEAT,FRZN BREADED PREPARED CHICK,1,Rear End Cap,-0.99,0,0
712,989249,28093175416,448,10:35 AM,Apr 4,1.5,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-0.29,0,0
718,890695,27709642072,324,3:37 PM,Mar 3,4.5,FROZEN PIZZA,SNACKS/APPETIZERS,2,Other Location Display,-0.88,0,0
725,1092937,28572027018,400,4:43 PM,May 7,3.29,LUNCHMEAT,BOLOGNA,2,Rear Aisle,-3.29,0,0
680,1120261,28345232307,359,6:50 PM,Apr 25,2.5,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,Rear End Cap,-1.49,0,0
788,1091976,28243215404,360,10:11 AM,Apr 15,0.79,CONDIMENTS/SAUCES,SALAD MUSTARD,1,Other Location Display,0,0,0
731,822178,28243957055,438,4:25 PM,Apr 16,4,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,Side-Aisle End Cap,-0.38,0,0
725,5566752,28744795679,400,10:53 AM,May 18,1.59,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.6,0,0
788,906643,30229220221,360,9:44 AM,Aug 16,0.88,BAKING MIXES,LAYER CAKE MIX,1,In-Shelf,-1.31,0,0
715,985119,29182971090,354,2:40 PM,Jun 16,0.99,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,1,Rear End Cap,0,0,0
718,1005202,31623987726,324,9:30 PM,Nov 6,2.15,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,Rear Aisle,-1.49,-0.35,-0.35
768,1096036,32671532255,323,2:26 PM,Jan 18,1,CHEESE,IWS SINGLE CHEESE,1,Other Location Display,-0.82,0,0
797,975604,31833567730,450,7:18 PM,Nov 23,0.5,EASTER,SEASONAL MISCELLANEOUS,1,Front Aisle,0,0,0
725,994928,33294305741,400,11:49 AM,Mar 5,0.34,EGGS,EGGS - MEDIUM,1,In-Aisle,-0.53,0,0
725,1098066,33294305741,400,11:49 AM,Mar 5,0.77,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,-0.52,0,0
761,859075,31969625975,343,10:44 AM,Dec 3,3,CHEESE,SHREDDED CHEESE,2,In-Shelf,-0.56,0,0
741,955587,33348037694,315,9:32 PM,Mar 9,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Mid-Aisle End Cap,-0.23,0,0
718,1080155,32006542245,324,6:45 PM,Dec 6,1.89,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-0.1,0,0
