Column1,householdid,productid,storeid,daydate,transactiontime,displayadtypedesc
6322,631,987562,389,Oct 28,2:03 PM,In-Aisle
6323,631,987562,389,Oct 31,1:36 PM,In-Aisle
6324,762,15506577,31862,Dec 3,3:27 PM,Side-Aisle End Cap
6325,601,1037332,306,Mar 1,5:03 PM,In-Aisle
6326,716,999104,400,Apr 8,7:48 PM,In-Aisle
6327,725,1118033,400,May 7,6:50 PM,Front End Cap
6328,731,840361,329,May 6,4:35 PM,In-Aisle
6329,788,1038217,318,Sep 15,12:49 PM,In-Shelf
6330,786,909894,339,Nov 18,6:59 PM,Front End Cap
6331,631,937292,389,Nov 18,3:34 PM,Rear Aisle
6332,712,5568378,448,Mar 8,10:58 AM,Other Location Display
6333,699,9527290,408,Apr 10,8:26 PM,Other Location Display
6334,771,985889,359,Mar 13,9:28 PM,Side-Aisle End Cap
6335,605,847789,369,Feb 11,2:28 PM,In-Aisle
6336,630,1048352,306,Jul 28,3:01 PM,Rear End Cap
6337,797,1029743,450,Sep 5,11:34 AM,Front End Cap
6338,761,893501,343,Nov 23,7:28 PM,In-Aisle
6339,718,847789,324,Mar 31,9:16 PM,In-Aisle
6340,607,893018,372,Mar 17,7:01 PM,In-Aisle
6341,725,844165,400,Apr 14,12:38 PM,Rear Aisle
6342,725,844165,400,Apr 12,10:36 AM,Rear Aisle
6343,607,948832,372,Mar 19,6:05 PM,Rear Aisle
6344,722,1023633,359,May 25,4:07 PM,In-Aisle
6345,607,987724,402,Jun 26,4:31 PM,In-Shelf
6346,696,983584,31742,Oct 13,3:20 PM,Front End Cap
6347,601,1126899,32004,Oct 1,5:25 PM,Front End Cap
6348,718,979566,324,Jul 20,5:08 PM,In-Shelf
6349,614,9527161,288,Feb 28,7:48 PM,Front End Cap
6350,630,821695,306,Apr 14,5:21 PM,In-Aisle
6351,661,1097054,330,Dec 14,7:04 PM,Other Location Display
6352,715,986394,354,Dec 30,12:23 PM,Rear Aisle
6353,699,858649,408,Feb 19,1:25 PM,Rear End Cap
6354,768,1058554,323,Apr 27,6:13 PM,In-Shelf
6355,768,1058554,323,Apr 27,6:14 PM,In-Shelf
6356,766,998303,333,May 29,5:53 PM,In-Aisle
6357,768,1058779,323,Aug 30,5:04 PM,Front End Cap
6358,706,847374,343,Jun 13,5:51 PM,In-Aisle
6359,715,992395,415,Aug 16,1:40 PM,Front End Cap
6360,766,1003188,322,Nov 12,2:30 PM,Other Location Display
6361,607,910673,372,Apr 4,6:10 PM,Other Location Display
6362,607,930187,372,Apr 4,6:10 PM,In-Shelf
6363,718,1080279,324,Mar 12,5:49 PM,Other Location Display
6364,607,844991,432,Jul 29,8:58 PM,Rear Aisle
6365,771,1118393,359,Aug 1,9:47 AM,Front Aisle
6366,725,930917,400,May 18,10:53 AM,In-Shelf
6367,622,1029688,356,Jun 2,6:47 PM,Front Aisle
6368,731,851569,438,Jun 4,10:00 AM,Side-Aisle End Cap
6369,622,927030,356,Jun 20,7:04 PM,Front End Cap
6370,696,872137,31742,Aug 21,11:45 AM,Rear Aisle
6371,768,13008468,323,Jan 17,5:10 AM,Front Aisle
6372,768,833715,323,Jan 17,6:20 AM,Front End Cap
6373,786,989069,339,Nov 24,8:25 AM,Rear Aisle
6374,761,1134522,343,Feb 7,1:37 PM,In-Aisle
6375,712,6463729,448,Feb 15,9:38 AM,Rear End Cap
6376,706,900610,32004,Mar 16,3:15 PM,Other Location Display
6377,605,1058997,369,Mar 31,8:26 PM,Front End Cap
6378,762,13094889,391,Mar 20,8:24 PM,Side-Aisle End Cap
6379,725,1098066,400,Feb 23,6:18 PM,Other Location Display
6380,631,999270,389,Jul 5,1:08 PM,Rear Aisle
6381,605,1115175,369,Apr 20,8:23 PM,In-Aisle
6382,630,1022053,306,May 3,4:26 PM,Front End Cap
6383,680,15926844,359,Jul 12,3:30 PM,Side-Aisle End Cap
6384,712,1138467,448,Aug 21,9:54 AM,Rear Aisle
6385,771,5568378,424,Jul 24,10:24 AM,Rear Aisle
6386,731,916381,384,Sep 6,3:31 PM,Mid-Aisle End Cap
6387,631,1106601,389,Jun 25,2:42 PM,Rear End Cap
6388,725,914190,400,Aug 13,4:34 PM,In-Aisle
6389,631,1043035,389,Oct 28,2:03 PM,Side-Aisle End Cap
6390,631,1043035,389,Oct 30,1:32 PM,Side-Aisle End Cap
6391,631,1043035,389,Oct 31,1:36 PM,Side-Aisle End Cap
6392,631,860501,389,Apr 28,4:11 PM,Rear Aisle
6393,797,9420320,450,Apr 22,8:14 PM,Front Aisle
6394,647,856252,384,Mar 4,4:15 PM,Other Location Display
6395,718,9655616,324,Apr 27,9:16 AM,Front Aisle
6396,761,1071939,343,May 10,9:13 AM,In-Aisle
6397,712,892500,369,Oct 5,9:21 AM,Front End Cap
6398,761,969725,343,Aug 6,6:07 PM,Rear Aisle
6399,607,936594,432,Jun 16,7:34 PM,Rear Aisle
6400,768,834117,323,Aug 27,9:02 PM,Rear Aisle
6401,718,940726,324,Jul 3,10:14 AM,Rear Aisle
6402,680,1098066,424,Aug 30,3:43 PM,In-Aisle
6403,771,863529,424,Mar 24,2:22 PM,Rear Aisle
6404,768,9487187,323,Dec 5,6:16 AM,In-Aisle
6405,762,1053730,31862,Apr 29,5:17 PM,Rear Aisle
6406,740,826835,404,Oct 4,8:24 PM,Other Location Display
6407,753,924804,396,Sep 13,9:56 PM,Rear End Cap
6408,715,10285141,415,Sep 28,7:25 PM,Other Location Display
6409,622,1029743,322,Sep 4,10:53 AM,Other Location Display
6410,712,14077333,448,Nov 15,10:08 AM,Rear End Cap
6411,788,923746,360,Nov 16,2:49 PM,Rear Aisle
6412,740,1111937,404,Nov 22,5:10 PM,Front End Cap
6413,718,956609,324,May 2,10:35 AM,Other Location Display
6414,718,1013321,327,Sep 14,4:08 PM,In-Shelf
6415,718,10457532,324,Aug 11,4:30 PM,In-Shelf
6416,788,1112754,360,Oct 9,12:21 PM,Other Location Display
6417,788,932675,410,Apr 16,9:24 PM,Front Aisle
6418,762,8249513,31862,Nov 25,4:56 PM,Rear Aisle
6419,779,823910,381,Nov 28,6:02 PM,Front End Cap
6420,712,904129,448,Dec 17,12:45 PM,Rear Aisle
6421,740,1121369,404,Apr 21,8:38 PM,In-Shelf
6422,631,999270,389,Jul 6,5:31 PM,Rear Aisle
6423,715,981760,389,May 10,6:15 PM,Other Location Display
6424,601,9884204,306,Aug 23,3:05 PM,Rear Aisle
6425,725,949965,400,Jul 18,4:07 PM,Rear Aisle
6426,696,872598,31742,Aug 5,10:30 PM,Rear End Cap
6427,696,9416729,31742,Jul 3,8:15 PM,Rear Aisle
6428,768,951590,323,Apr 20,6:13 PM,In-Aisle
6429,712,989249,448,Apr 4,10:35 AM,Rear End Cap
6430,706,1042438,32004,Mar 10,2:26 PM,Other Location Display
6431,631,6443332,389,Apr 24,1:11 PM,Rear Aisle
6432,718,1098694,324,Mar 13,1:42 PM,Rear Aisle
6433,661,954966,427,Apr 13,6:02 PM,Other Location Display
6434,725,5566752,400,May 18,10:53 AM,Front End Cap
6435,692,1135983,335,Aug 20,2:18 PM,Front End Cap
6436,696,1003188,31742,Sep 24,11:11 AM,Front End Cap
6437,696,1003188,31742,Sep 29,11:34 AM,Front End Cap
6438,696,1050229,31742,Oct 15,8:32 PM,Rear End Cap
6439,718,1005202,324,Nov 6,9:30 PM,Rear Aisle
6440,768,1096036,323,Jan 18,2:26 PM,Other Location Display
6441,797,975604,450,Nov 23,7:18 PM,Front Aisle
6442,725,994928,400,Mar 5,11:49 AM,In-Aisle
6443,725,1098066,400,Mar 5,11:49 AM,Other Location Display
6444,731,12171633,445,Dec 24,4:25 PM,Rear End Cap
6445,696,6034577,31742,Apr 12,9:51 PM,Rear Aisle
6446,630,893018,306,May 3,4:26 PM,In-Aisle
6447,753,976199,396,May 8,3:29 PM,Rear Aisle
6448,753,1104343,396,May 8,3:29 PM,Rear Aisle
6449,699,931967,408,May 23,7:27 PM,Other Location Display
6450,712,5569374,448,Dec 1,12:58 PM,In-Aisle
6451,680,13190294,424,Dec 1,4:22 PM,Mid-Aisle End Cap
6452,761,1047944,343,Dec 5,11:11 AM,Other Location Display
6453,718,890695,324,Mar 3,3:37 PM,Other Location Display
6454,725,1092937,400,May 7,4:43 PM,Rear Aisle
6455,779,5569230,343,Jul 27,8:20 PM,Rear Aisle
6456,696,914190,369,Oct 5,1:22 PM,Rear Aisle
6457,715,985119,354,Jun 16,2:40 PM,Rear End Cap
6458,630,981760,306,Jun 19,9:01 PM,In-Aisle
6459,771,1096290,359,Jul 3,9:07 PM,Mid-Aisle End Cap
6460,630,893018,306,Jul 5,2:01 PM,In-Aisle
6461,712,1109832,448,Nov 16,10:21 AM,Other Location Display
6462,761,859075,343,Dec 3,10:44 AM,In-Shelf
6463,741,955587,315,Mar 9,9:32 PM,Mid-Aisle End Cap
6464,718,1080155,324,Dec 6,6:45 PM,Front End Cap
6465,788,868546,360,Apr 9,8:17 PM,In-Shelf
6466,605,965772,369,Feb 11,2:28 PM,Other Location Display
6467,718,941891,324,Jan 4,2:56 PM,In-Aisle
6468,630,903567,306,Apr 3,6:31 PM,Rear Aisle
6469,696,978313,31742,Apr 28,10:41 AM,Rear End Cap
6470,647,8090536,343,Sep 25,9:55 PM,In-Aisle
6471,696,13115950,31742,Oct 5,2:30 PM,Other Location Display
6472,768,870211,323,Aug 10,2:09 PM,Rear End Cap
6473,715,1033615,354,Jun 22,3:33 PM,Rear End Cap
6474,680,1120261,359,Apr 25,6:50 PM,Rear End Cap
6475,788,1091976,360,Apr 15,10:11 AM,Other Location Display
6476,731,822178,438,Apr 16,4:25 PM,Side-Aisle End Cap
6477,788,906643,360,Aug 16,9:44 AM,In-Shelf
6478,768,974306,323,Jan 15,6:16 AM,In-Shelf
6479,787,890610,443,Nov 24,11:39 AM,Front Aisle
6480,715,13008325,354,Mar 7,4:08 PM,Rear Aisle
6481,718,1048200,327,Feb 9,2:49 PM,Rear End Cap
6482,768,9527494,323,Feb 10,9:30 AM,Rear Aisle
6483,764,6554844,33923,Jan 1,3:49 PM,Rear End Cap
6484,680,13115579,352,Apr 11,6:36 PM,In-Aisle
6485,788,1038217,360,Jun 14,3:50 PM,Other Location Display
6486,722,15741049,359,Jun 16,5:24 PM,Side-Aisle End Cap
6487,762,862349,31862,Jul 2,7:49 PM,Front End Cap
6488,786,1096036,339,Nov 3,4:45 PM,Rear Aisle
6489,718,7433753,324,Nov 6,6:33 PM,Rear End Cap
6490,715,1045109,415,Nov 11,5:47 PM,Rear End Cap
6491,725,974108,400,May 18,10:53 AM,Front End Cap
6492,718,833014,324,Jun 5,1:39 PM,Rear Aisle
6493,768,1063175,323,Oct 21,9:14 PM,Other Location Display
6494,768,5564526,323,Sep 24,6:21 AM,Rear End Cap
6495,696,846550,31742,Mar 20,1:18 PM,Other Location Display
6496,605,965772,369,Jan 12,12:23 PM,Other Location Display
6497,733,870735,356,Sep 15,12:32 PM,Front End Cap
6498,696,923746,31742,Aug 3,5:49 PM,Rear Aisle
6499,753,1006414,396,Jun 8,5:48 PM,Rear Aisle
6500,761,913278,343,Jun 24,11:15 AM,Other Location Display
6501,764,935284,33923,Nov 1,9:00 PM,Other Location Display
6502,631,1029743,389,Apr 22,2:51 PM,In-Shelf
6503,699,9527290,408,Apr 23,2:41 PM,In-Aisle
6504,718,857849,324,Apr 10,4:17 PM,Other Location Display
6505,706,859010,32004,Jul 27,9:03 AM,Other Location Display
6506,712,9677486,448,Oct 19,12:06 PM,Rear End Cap
6507,731,845774,329,May 28,3:42 PM,Rear Aisle
6508,715,9837585,354,Jun 2,3:32 PM,Front End Cap
6509,786,823704,339,Jun 16,9:29 AM,Rear Aisle
6510,692,1104343,335,Aug 28,4:29 PM,Side-Aisle End Cap
6511,725,1098066,400,Jan 22,3:04 PM,In-Aisle
6512,740,889774,370,Jan 23,3:25 PM,Other Location Display
6513,696,1126899,31742,Mar 3,5:26 PM,Front End Cap
6514,741,860824,315,Nov 17,2:40 PM,Front Aisle
6515,631,926680,389,Mar 7,3:15 PM,Front End Cap
6516,761,930917,343,Dec 3,10:44 AM,Rear End Cap
6517,718,883404,327,Feb 19,11:13 AM,Other Location Display
6518,725,1053690,400,Jan 8,1:58 PM,Rear Aisle
6519,766,7408211,333,Jul 11,2:57 PM,Front Aisle
6520,731,914190,396,Sep 12,9:32 AM,Other Location Display
6521,725,883404,400,Jul 20,3:42 PM,In-Aisle
6522,740,952376,404,Oct 4,8:24 PM,In-Shelf
6523,718,849843,324,Jun 4,3:11 PM,Other Location Display
6524,788,834117,360,Jun 20,7:12 PM,Other Location Display
6525,699,917033,408,Oct 17,1:30 PM,In-Aisle
6526,761,990797,343,Oct 18,12:36 PM,Mid-Aisle End Cap
6527,696,1058345,31742,Apr 25,5:04 PM,In-Aisle
6528,766,972569,322,Apr 24,1:11 PM,Rear Aisle
6529,631,5569230,389,Apr 14,12:06 PM,In-Aisle
6530,631,921744,389,Apr 26,1:39 PM,Side-Aisle End Cap
6531,661,1060872,427,Aug 15,4:00 PM,Mid-Aisle End Cap
6532,797,1059922,450,Jul 2,3:30 PM,Rear Aisle
6533,766,1094686,333,Sep 3,8:06 PM,Rear Aisle
6534,696,1126899,31742,Mar 7,7:54 PM,Front End Cap
6535,779,862139,343,Nov 27,7:54 PM,Other Location Display
6536,768,987562,323,Mar 11,2:53 PM,In-Aisle
6537,768,13672065,323,Mar 13,10:16 AM,Other Location Display
6538,725,883404,400,Jul 18,4:07 PM,In-Aisle
6539,766,959179,333,May 29,5:53 PM,Rear End Cap
6540,680,13213121,424,Aug 5,3:58 PM,In-Aisle
6541,718,921744,324,Sep 19,5:42 PM,Side-Aisle End Cap
6542,647,953180,343,Jun 16,3:45 PM,Other Location Display
6543,725,971165,400,Jul 3,5:39 PM,Front End Cap
6544,692,905868,335,Nov 3,1:26 PM,Front End Cap
6545,725,1038217,400,Nov 12,3:49 PM,Rear End Cap
6546,712,1109832,31742,May 15,7:14 PM,In-Aisle
6547,614,988791,288,Oct 28,7:25 PM,Front End Cap
6548,718,972665,324,Jul 9,8:36 AM,Rear Aisle
6549,647,839094,343,Jul 13,11:57 AM,Rear Aisle
6550,716,1085476,400,Nov 7,2:11 PM,Rear End Cap
6551,661,1118393,427,Jan 26,7:03 PM,Front Aisle
6552,788,974201,313,Nov 20,1:46 PM,Front End Cap
6553,712,904129,448,Feb 7,12:36 PM,Rear Aisle
6554,797,821845,450,Apr 15,10:06 AM,In-Aisle
6555,706,1098066,32004,Mar 16,3:15 PM,Other Location Display
6556,630,1076875,306,Jan 10,6:55 PM,In-Aisle
6557,762,1096036,391,Feb 24,8:23 PM,Rear Aisle
6558,755,12757007,382,May 20,5:44 AM,In-Aisle
6559,631,891279,389,Oct 1,5:44 PM,In-Shelf
6560,696,13007708,31742,Jun 9,3:24 PM,Front End Cap
6561,766,1095751,333,Jun 11,12:32 PM,Front End Cap
6562,768,921744,323,Sep 6,5:44 PM,Side-Aisle End Cap
6563,753,5568378,442,Oct 23,4:48 PM,Front End Cap
6564,647,6533362,438,Nov 27,8:20 PM,In-Aisle
6565,740,1043128,370,Dec 1,6:13 PM,In-Shelf
6566,733,1017772,356,Dec 3,5:19 PM,Rear Aisle
6567,647,940766,384,Mar 4,4:15 PM,In-Aisle
6568,718,859075,324,Apr 10,4:17 PM,In-Aisle
6569,725,880895,400,May 11,2:24 PM,Front End Cap
6570,764,982493,346,May 28,6:01 PM,In-Aisle
6571,766,5569230,333,Sep 26,9:52 AM,Front Aisle
6572,607,1038217,432,Oct 16,1:33 PM,Other Location Display
6573,762,892383,31862,Oct 2,3:46 PM,Front End Cap
6574,725,1008386,400,Jan 22,3:04 PM,Side-Aisle End Cap
6575,718,849843,324,Jan 23,10:34 AM,Other Location Display
6576,718,1097001,324,Dec 1,4:36 PM,Other Location Display
6577,605,9527290,369,Dec 2,4:33 PM,Other Location Display
6578,722,1096036,359,May 15,9:52 PM,Side-Aisle End Cap
6579,766,1137025,333,Jul 30,3:53 PM,Front End Cap
6580,647,940766,343,Jun 3,6:44 PM,In-Aisle
6581,718,1096635,324,Jun 4,3:11 PM,Front Aisle
6582,768,898510,323,Aug 8,7:21 PM,Front End Cap
6583,731,932863,438,Apr 16,4:25 PM,Rear Aisle
6584,630,883701,306,Aug 4,8:01 PM,Side-Aisle End Cap
6585,647,7166845,343,Oct 12,6:31 PM,Side-Aisle End Cap
6586,607,1094955,432,Oct 15,6:25 PM,In-Aisle
6587,715,1022119,389,Nov 10,2:56 PM,Front End Cap
6588,647,6534030,438,Jan 20,8:23 PM,In-Aisle
6589,787,13774745,443,Jan 29,6:21 PM,In-Shelf
6590,786,1107661,339,Feb 9,9:34 AM,Side-Aisle End Cap
6591,725,910032,400,Dec 16,5:42 PM,Rear Aisle
6592,768,5569230,323,Feb 18,9:25 PM,Rear Aisle
6593,647,858419,343,Jun 16,3:45 PM,Mid-Aisle End Cap
6594,725,952317,400,Jul 3,5:39 PM,In-Aisle
6595,606,849843,446,Nov 11,11:26 PM,Mid-Aisle End Cap
6596,647,15926886,343,Nov 13,7:30 PM,In-Aisle
6597,786,916115,448,Nov 14,10:53 AM,In-Aisle
6598,622,867931,298,Oct 24,10:59 AM,Front End Cap
6599,715,1112043,354,Oct 4,4:47 PM,Side-Aisle End Cap
6600,788,5979283,360,Sep 12,2:13 PM,Other Location Display
6601,731,8090532,355,May 19,12:35 PM,Front Aisle
6602,766,872137,333,Aug 21,5:43 PM,In-Aisle
6603,601,901111,32004,Aug 22,6:07 PM,Side-Aisle End Cap
6604,601,942778,32004,Aug 22,6:07 PM,Front End Cap
6605,647,1114251,438,Oct 14,5:42 PM,Front End Cap
6606,601,883404,32004,Jul 12,5:52 PM,In-Aisle
6607,696,1062782,31742,Oct 15,8:32 PM,Rear End Cap
6608,797,1050883,450,Nov 6,4:51 PM,Rear Aisle
6609,718,1119108,324,Dec 7,4:49 PM,Other Location Display
6610,699,12524059,408,Feb 8,8:54 PM,In-Aisle
6611,768,845894,323,Dec 28,8:06 PM,Rear End Cap
6612,768,1099089,323,Jan 13,6:30 AM,Other Location Display
6613,771,1108094,359,Jul 12,6:47 PM,Side-Aisle End Cap
6614,718,883404,324,May 4,1:24 PM,In-Aisle
6615,718,857849,324,Jul 14,5:40 PM,Side-Aisle End Cap
6616,764,15926885,33923,Oct 2,8:40 AM,Front End Cap
6617,699,1078763,408,May 23,7:27 PM,In-Shelf
6618,725,1096036,400,Jun 25,1:20 PM,In-Aisle
6619,725,895680,400,Oct 21,6:07 PM,Rear End Cap
6620,631,8069020,389,Apr 28,4:11 PM,Rear Aisle
6621,787,7024990,443,Apr 30,7:42 PM,In-Aisle
6622,716,902167,400,Apr 8,7:48 PM,Other Location Display
6623,607,926233,432,Mar 27,10:48 PM,Rear Aisle
6624,779,940947,292,Jul 27,11:02 AM,Rear Aisle
6625,779,5569327,343,Jul 27,8:20 PM,In-Aisle
6626,718,863449,324,Aug 17,4:36 PM,Front End Cap
6627,725,893018,400,Jun 18,1:05 PM,In-Aisle
6628,788,895540,360,Aug 18,12:18 PM,Side-Aisle End Cap
6629,766,981760,333,Sep 26,9:52 AM,In-Aisle
6630,630,1106872,306,Jul 31,2:44 PM,Rear End Cap
6631,696,6463789,31742,Jul 23,11:38 AM,Front End Cap
6632,712,999270,448,Oct 3,1:31 PM,Rear Aisle
6633,722,13039659,359,Feb 1,12:52 PM,Front Aisle
6634,699,931967,408,Dec 21,8:05 PM,Other Location Display
6635,768,1096036,323,Mar 31,6:28 AM,Other Location Display
6636,630,989935,306,Jan 5,12:58 PM,In-Shelf
6637,699,859010,408,Jan 9,6:46 PM,Side-Aisle End Cap
6638,725,981760,400,Apr 29,4:04 PM,In-Aisle
6639,761,999971,343,Aug 20,9:20 PM,Other Location Display
6640,740,908064,404,Sep 25,6:41 PM,In-Aisle
6641,768,876695,323,Jul 29,9:34 AM,Front End Cap
6642,661,15926501,427,Aug 2,7:50 PM,Rear Aisle
6643,630,923528,306,Oct 9,1:21 PM,In-Shelf
6644,753,834974,396,Oct 10,6:41 PM,Side-Aisle End Cap
6645,622,10285144,298,Oct 14,4:54 PM,Front Aisle
6646,696,934172,31742,Nov 23,3:52 PM,Side-Aisle End Cap
6647,712,908283,448,Apr 6,12:00 PM,Rear Aisle
6648,715,6464086,354,Apr 12,1:30 PM,Rear Aisle
6649,647,884572,343,May 24,4:57 PM,Rear End Cap
6650,753,6463729,396,Aug 6,7:54 PM,Front End Cap
6651,712,904129,448,Jul 1,10:39 AM,Other Location Display
6652,718,857849,324,Jul 20,5:08 PM,Other Location Display
6653,712,898068,448,Jan 30,12:40 PM,In-Shelf
6654,786,981760,339,Dec 15,8:54 AM,Rear Aisle
6655,716,826249,400,Feb 10,8:43 AM,In-Aisle
6656,699,1094262,408,Jan 1,9:11 AM,Other Location Display
6657,787,957736,389,Jan 3,10:13 AM,In-Aisle
6658,647,9527494,343,Apr 27,12:45 PM,In-Aisle
6659,764,1029743,33923,Sep 25,3:29 PM,Other Location Display
6660,762,929309,31862,Sep 8,4:20 PM,Rear End Cap
6661,762,9854913,31862,Apr 19,10:18 AM,Side-Aisle End Cap
6662,797,931923,450,Jun 3,8:11 PM,Other Location Display
6663,768,9526628,323,Jun 23,12:36 PM,Rear Aisle
6664,718,953735,324,Oct 11,3:32 PM,In-Shelf
6665,718,834491,324,Aug 21,4:30 PM,Front End Cap
6666,725,960732,400,Nov 20,2:45 PM,Rear End Cap
6667,725,826249,400,Nov 23,3:11 PM,Other Location Display
6668,753,1074524,442,Feb 6,9:03 PM,Rear Aisle
6669,725,826249,400,Feb 15,2:56 PM,In-Aisle
6670,725,9836903,400,Oct 1,5:47 PM,Rear Aisle
6671,712,882013,31742,Jul 23,9:29 AM,Front End Cap
6672,797,990762,450,Jun 23,12:42 PM,Rear Aisle
6673,631,5586942,389,Aug 11,1:46 PM,In-Aisle
6674,696,832678,31742,Aug 12,12:50 PM,Other Location Display
6675,764,999730,33923,Dec 4,6:46 PM,Rear Aisle
6676,725,987562,400,Dec 4,3:04 PM,Other Location Display
6677,630,1088640,355,Apr 29,6:02 PM,Other Location Display
6678,718,903230,324,Mar 2,10:21 AM,In-Aisle
6679,762,9655616,31862,May 11,3:43 PM,Rear Aisle
6680,622,886926,356,Aug 6,5:51 PM,Mid-Aisle End Cap
6681,607,942525,402,May 27,2:09 PM,Front End Cap
6682,607,893018,372,Jul 6,9:08 PM,In-Aisle
6683,696,972969,31742,Dec 18,5:31 PM,Side-Aisle End Cap
6684,614,1045220,288,Feb 12,9:28 AM,In-Aisle
6685,733,5569471,356,Dec 21,3:05 PM,In-Aisle
6686,706,999971,343,Apr 24,3:19 PM,In-Aisle
6687,696,13382402,31742,Aug 20,9:06 PM,Side-Aisle End Cap
6688,680,9859188,424,Jul 11,2:06 PM,Front Aisle
6689,696,1126899,31742,Jun 4,11:11 PM,Front End Cap
6690,630,883299,306,Oct 8,1:17 PM,In-Shelf
6691,630,8065410,306,Oct 16,5:41 PM,Rear Aisle
6692,715,1133877,415,Nov 17,10:39 AM,Front End Cap
6693,788,5569845,360,Mar 18,2:31 PM,In-Aisle
6694,712,7025161,448,Mar 24,11:47 AM,Rear Aisle
6695,712,7139529,448,Mar 24,11:47 AM,In-Shelf
6696,715,859075,389,Aug 4,2:32 PM,In-Aisle
6697,725,828114,400,May 24,5:42 PM,Front End Cap
6698,722,997856,359,May 25,4:07 PM,Other Location Display
6699,786,981760,339,Aug 15,7:58 PM,Rear Aisle
6700,764,1127831,368,Aug 17,8:41 AM,In-Aisle
6701,779,5569230,343,Aug 25,5:56 PM,Side-Aisle End Cap
6702,787,10149640,389,Jul 19,9:29 AM,Front End Cap
6703,647,8090532,438,Jan 20,8:23 PM,In-Aisle
6704,661,10121965,427,Nov 14,8:36 PM,Rear End Cap
6705,647,925514,343,Sep 9,6:31 PM,In-Aisle
6706,696,827570,31742,Jul 8,8:07 PM,Rear Aisle
6707,766,1008032,333,Apr 26,3:50 PM,Rear End Cap
6708,766,1123792,333,May 9,8:22 AM,Front End Cap
6709,601,999971,306,May 10,9:34 PM,In-Aisle
6710,788,999270,318,May 14,5:36 PM,Rear Aisle
6711,631,1003188,389,Jul 26,6:04 PM,Rear End Cap
6712,740,918683,404,Jul 27,1:49 PM,In-Aisle
6713,761,5569471,343,Oct 2,11:39 AM,In-Aisle
6714,764,1083721,33923,Sep 9,3:08 PM,Other Location Display
6715,607,842140,432,Jul 29,8:58 PM,Rear Aisle
6716,731,952434,445,Jul 30,1:05 PM,In-Aisle
6717,715,1033615,354,Sep 13,4:43 PM,Other Location Display
6718,779,822259,343,Aug 13,6:46 PM,Front Aisle
6719,786,1127328,339,Jun 23,8:58 AM,In-Aisle
6720,696,1024383,31742,Sep 24,11:11 AM,Rear End Cap
6721,696,1044895,31742,Sep 24,11:11 AM,Rear End Cap
6722,718,976199,324,Jul 9,8:36 AM,In-Aisle
6723,718,1045109,324,Nov 6,9:30 PM,Other Location Display
6724,718,859075,324,Mar 22,7:16 PM,In-Aisle
6725,786,1105450,339,Dec 8,9:44 AM,Mid-Aisle End Cap
6726,718,850102,324,Feb 5,5:43 PM,Rear Aisle
6727,718,921744,324,Dec 24,8:55 AM,In-Aisle
6728,722,1003188,359,Feb 23,4:58 PM,Rear End Cap
6729,755,6534030,382,Jan 11,5:51 PM,In-Aisle
6730,696,5569845,31742,Apr 12,9:51 PM,Rear Aisle
6731,706,5569471,343,Oct 1,8:59 AM,In-Aisle
6732,786,1065538,339,Aug 3,8:51 AM,Front Aisle
6733,692,9836526,335,Jun 24,3:39 PM,Rear Aisle
6734,771,910291,359,Aug 13,9:31 PM,Front Aisle
6735,647,954146,438,Nov 27,8:20 PM,In-Shelf
6736,605,965772,369,Nov 28,12:53 PM,Other Location Display
6737,631,897125,389,Apr 28,4:11 PM,In-Aisle
6738,712,930917,448,May 27,1:20 PM,In-Shelf
6739,712,1051989,448,May 27,1:20 PM,Rear Aisle
6740,722,878637,359,Oct 26,11:04 AM,Rear End Cap
6741,722,870513,359,Jun 16,12:40 PM,Other Location Display
6742,788,854042,313,Jul 5,1:58 PM,Rear End Cap
6743,630,1124729,306,Apr 12,1:42 PM,Front Aisle
6744,631,883404,389,May 2,12:30 PM,In-Aisle
6745,718,974108,324,May 22,5:18 PM,Front End Cap
6746,712,1131344,448,Jun 9,12:38 PM,Rear Aisle
6747,696,1048352,31742,Jun 12,11:00 AM,Front End Cap
6748,761,1022053,445,Apr 17,1:54 PM,Front End Cap
6749,753,1103902,442,Feb 16,5:31 PM,In-Aisle
6750,753,8090509,396,Apr 23,9:21 PM,Other Location Display
6751,631,10118257,389,May 26,12:49 PM,Other Location Display
6752,766,1036501,333,May 29,5:53 PM,Front Aisle
6753,762,952280,31862,Oct 3,9:02 PM,Front End Cap
6754,712,951590,448,Aug 6,9:51 AM,Other Location Display
6755,771,1077555,424,Jul 3,1:12 PM,Rear Aisle
6756,712,923746,448,Aug 2,2:24 PM,In-Aisle
6757,731,10285144,355,Sep 3,12:02 PM,Side-Aisle End Cap
6758,771,1139569,289,Nov 2,4:08 PM,Front End Cap
6759,718,981776,324,Nov 6,9:30 PM,In-Shelf
6760,696,883404,31742,Mar 4,11:48 AM,In-Aisle
6761,630,9526410,306,Dec 7,2:22 PM,In-Aisle
6762,768,883202,323,Feb 8,6:49 PM,Rear End Cap
6763,631,5588666,389,Feb 14,2:14 PM,In-Aisle
6764,725,885307,400,Feb 15,2:56 PM,Side-Aisle End Cap
6765,715,1096036,389,Mar 15,9:22 AM,Other Location Display
6766,753,844818,396,May 8,3:29 PM,Front End Cap
6767,699,893501,408,May 23,7:19 PM,In-Aisle
6768,725,1092026,400,Sep 18,9:18 AM,In-Aisle
