,householdid,productid,weeknum,salesvalue,productdesc,productsubdesc,qty,cartid,storeid,daynum,transactiontime,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
6577,718,15596488,72,1.49,COLD CEREAL,ALL FAMILY CEREAL,1,34665066863,324,502,1642,Front End Cap,-2.3,0.0,0.0
6578,755,15452680,76,2.0,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,1,35666072826,388,529,1722,Side-Aisle End Cap,-0.49,0.0,0.0
6579,762,15716907,98,8.98,HAIR CARE PRODUCTS,SHAMPOO,2,41891232623,31862,681,2034,Rear End Cap,0.0,0.0,0.0
6580,605,1133018,98,1.2,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,41904746352,369,682,1910,Front End Cap,-0.74,0.0,0.0
6581,647,6534030,100,2.75,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,42076927732,438,695,2020,In-Aisle,-1.74,0.0,0.0
6582,761,859010,101,2.29,BAG SNACKS,TORTILLA/NACHO CHIPS,1,42185761148,343,703,1111,Other Location Display,-0.3,0.0,0.0
6583,712,891423,16,3.59,CHEESE,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,28306105467,31742,110,1102,Rear End Cap,0.0,0.0,0.0
6584,712,1109958,38,1.98,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,2,30857376752,369,258,1155,Mid-Aisle End Cap,0.0,0.0,0.0
6585,725,938547,38,1.0,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,1,30871725831,400,259,1210,Rear End Cap,-0.79,0.0,0.0
6586,725,883404,28,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,29602606422,400,191,1446,In-Aisle,-0.41,0.0,0.0
6587,718,835058,30,0.0,HEAT/SERVE,ENTREES,1,30033390448,324,203,1051,Rear Aisle,-5.99,0.0,0.0
6588,712,895743,57,2.44,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,2,32872460493,448,397,1112,In-Shelf,0.0,0.0,0.0
6589,699,990797,65,1.88,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,33657962412,408,451,1918,Front End Cap,-0.8,0.0,0.0
6590,699,13510931,65,8.79,DOG FOODS,DRY DOG FOOD SUPER PREM (ONE/N,1,33657962412,408,451,1918,Rear End Cap,-2.2,0.0,0.0
6591,601,1114597,49,2.0,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,2,31981342971,329,337,1850,In-Aisle,-1.58,0.0,0.0
6592,605,941797,58,4.5,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,32873030785,381,398,1147,Front End Cap,-2.49,0.0,0.0
6593,768,1053931,59,1.0,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,33015853139,323,407,2114,Rear End Cap,0.0,0.0,0.0
6594,768,849274,60,3.34,FROZEN PIZZA,PIZZA/PREMIUM,1,33132869499,323,417,2057,Front End Cap,-1.85,0.0,0.0
6595,712,904129,54,7.99,MEAT - MISC,GRND/PATTY - FROZEN,1,32505375488,448,372,1153,Other Location Display,-1.0,0.0,0.0
6596,706,10204333,95,3.0,CANDY - PACKAGED,CANDY BARS (MULTI PACK),3,41628140109,343,661,0610,Front Aisle,-1.47,0.0,0.0
6597,733,1063577,96,2.5,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,1,41730718372,356,669,1813,Rear End Cap,-0.99,0.0,0.0
6598,631,5590287,12,0.44,YOGURT,YOGURT NOT MULTI-PACKS,1,27925231764,389,79,1505,In-Aisle,0.0,0.0,0.0
6599,766,1093571,21,2.49,DRIED FRUIT,DRIED FRUIT - OTHER,1,28790005769,322,143,1416,In-Aisle,0.0,0.0,0.0
6600,699,951821,38,8.0,LUNCHMEAT,MISCELLANEOUS,4,30906715106,408,261,0757,Rear Aisle,0.0,0.0,0.0
6601,706,993592,24,3.0,COLD CEREAL,ALL FAMILY CEREAL,2,29157364719,384,164,2031,Front End Cap,-4.58,0.0,0.0
6602,755,914190,36,2.0,CHEESE,CREAM CHEESE,2,30686488727,388,245,1853,In-Aisle,-1.98,0.0,0.0
6603,718,1113274,29,10.0,PAPER TOWELS,PAPER TOWELS & HOLDERS,2,29738805461,324,197,1050,Front End Cap,-7.9,-1.0,-1.0
6604,605,1115175,45,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,31672683405,369,313,1501,In-Aisle,-0.99,0.0,0.0
6605,605,965772,62,3.34,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,33293762311,369,427,1329,Other Location Display,-0.65,0.0,0.0
6606,725,1038217,47,1.0,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,31804031454,400,323,1445,Front End Cap,-0.39,0.0,0.0
6607,725,994928,59,1.0,EGGS,EGGS - MEDIUM,3,33041772159,400,410,1456,In-Aisle,-1.61,0.0,0.0
6608,725,1098066,59,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,33041772159,400,410,1456,In-Aisle,-0.41,0.0,0.0
6609,605,850841,54,1.07,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,32557461641,369,376,1223,Other Location Display,0.0,0.0,0.0
6610,741,1034686,68,3.56,CHEESE,SHREDDED CHEESE,2,34032646218,315,474,1423,Side-Aisle End Cap,0.0,0.0,0.0
6611,753,1009187,71,2.5,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,34321751138,396,492,1529,Rear Aisle,-1.49,0.0,0.0
6612,768,916050,90,1.29,SUGARS/SWEETNERS,SUGAR,1,41062745097,323,624,0648,In-Shelf,-0.4,0.0,0.0
6613,768,1012243,90,2.19,DINNER SAUSAGE,SMOKED/COOKED - BEEF,1,41062745097,323,624,0648,Rear Aisle,0.0,0.0,0.0
6614,647,13008136,75,2.0,COLD CEREAL,KIDS CEREAL,1,35334109513,343,518,1844,In-Aisle,-1.92,0.0,0.0
6615,631,925944,83,1.5,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,40400141037,389,575,1316,In-Shelf,-0.62,0.0,0.0
6616,764,923746,77,1.0,EGGS,EGGS - LARGE,1,35730093783,33923,534,1626,In-Aisle,-0.49,0.0,0.0
6617,768,1135681,92,3.0,BABY FOODS,BABY SPRING WATERS,3,41297365920,323,636,1129,Other Location Display,-1.17,0.0,0.0
6618,753,12385477,93,5.0,CHEESE,SHREDDED CHEESE,2,41453077341,396,649,1807,Rear Aisle,-2.98,0.0,0.0
6619,614,15926712,100,1.68,BAG SNACKS,BAGGED CHEESE SNACKS,1,42049732471,288,692,1847,Rear End Cap,-0.81,0.0,0.0
6620,768,1063175,43,1.38,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,2,31390023370,323,297,1904,Other Location Display,-0.62,0.0,0.0
6621,606,10344586,24,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,29114697793,446,160,2227,Front Aisle,-1.51,0.0,0.0
6622,725,844165,28,1.0,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,29528461308,400,188,1410,In-Aisle,-0.59,0.0,0.0
6623,762,7142937,42,9.98,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,2,31225377259,31862,286,1723,Front End Cap,-2.0,0.0,0.0
6624,731,822407,46,7.0,MEAT - SHELF STABLE,PASTA: CANNED,7,31687626802,438,314,1548,Front End Cap,0.0,0.0,0.0
6625,768,1096036,57,1.25,CHEESE,IWS SINGLE CHEESE,1,32794372287,323,391,1707,In-Aisle,-0.57,0.0,0.0
6626,768,1062966,68,0.99,HOT DOGS,ECONOMY - MEAT,1,33956947959,323,468,1735,Other Location Display,-1.2,0.0,0.0
6627,731,1021235,58,2.89,COOKIES/CONES,CHOCOLATE COVERED COOKIES,2,32931781618,329,400,1453,Front End Cap,-2.89,0.0,0.0
6628,766,14050875,63,8.99,BEERS/ALES,BEERALEMALT LIQUORS,1,33433194742,333,438,2255,Front End Cap,0.0,0.0,0.0
6629,771,8090532,52,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,32231915305,359,358,1011,In-Aisle,-2.09,0.0,0.0
6630,718,13115938,66,3.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,33660261948,324,454,1824,Rear End Cap,-3.0,0.0,0.0
6631,605,921438,67,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,33920279929,369,466,1615,Other Location Display,0.0,0.0,0.0
6632,762,1136545,69,3.33,HAIR CARE PRODUCTS,SHAMPOO,1,34044930720,31862,475,1250,Side-Aisle End Cap,-0.66,0.0,0.0
6633,696,1115228,91,1.39,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,41225166119,31742,631,1459,Front End Cap,0.0,0.0,0.0
6634,740,1025457,71,1.99,CANDY - PACKAGED,GUM (PACKAGED),1,34291982988,404,491,2316,In-Aisle,0.0,0.0,0.0
6635,771,928238,73,4.0,CHIPS&SNACKS,TORTILLA CHIPS,2,34850547905,359,507,2257,Front End Cap,-0.98,0.0,0.0
6636,725,15596515,73,1.49,COLD CEREAL,KIDS CEREAL,1,34850596233,400,507,1343,Front End Cap,-3.3,0.0,0.0
6637,768,991124,84,1.99,SOAP - LIQUID & BAR,LIQUID SOAP,1,40533017015,323,586,1409,Front Aisle,0.0,0.0,0.0
6638,768,921744,94,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41492985067,323,651,0640,Side-Aisle End Cap,-0.71,0.0,0.0
6639,788,6534480,12,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,27889030888,360,76,1431,In-Aisle,-1.49,0.0,0.0
6640,718,866012,19,1.38,WATER,SPRING WATER,3,28601832642,324,128,1953,Front End Cap,-0.09,0.0,0.0
6641,725,974108,20,1.0,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,28744795679,400,137,1053,Front End Cap,-0.29,0.0,0.0
6642,761,995876,21,8.0,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,4,28841044045,343,145,1557,Rear End Cap,-1.16,0.0,0.0
6643,788,1034982,37,1.76,BAKING MIXES,LAYER CAKE MIX,2,30845835923,318,257,1249,In-Shelf,-2.62,0.0,0.0
6644,786,8090521,22,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,28941085526,339,151,1043,In-Aisle,-2.09,0.0,0.0
6645,788,871756,25,4.0,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,2,29194856270,289,167,1642,Rear End Cap,-2.3,0.0,0.0
6646,788,990797,25,1.88,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,29194856270,289,167,1642,Rear End Cap,-0.8,0.0,0.0
6647,605,9527290,43,1.88,BAG SNACKS,POTATO CHIPS,1,31343887153,448,293,1940,Other Location Display,-0.12,0.0,0.0
6648,725,1096036,39,1.5,CHEESE,IWS SINGLE CHEESE,1,30984026248,400,267,1321,In-Aisle,-0.32,0.0,0.0
6649,718,883404,58,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,32957471270,324,403,1404,Other Location Display,-0.09,0.0,0.0
6650,718,1114597,64,0.88,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,1,33461071781,324,441,1740,Front End Cap,-0.91,0.0,0.0
6651,761,981760,69,0.79,EGGS,EGGS - X-LARGE,1,34057507281,343,476,1457,In-Aisle,-0.3,0.0,0.0
6652,768,937292,89,2.5,BACON,ECONOMY,1,40928410069,323,618,0632,Rear Aisle,-1.49,0.0,0.0
6653,718,1096036,83,1.73,CHEESE,IWS SINGLE CHEESE,1,40436431168,324,579,1347,Side-Aisle End Cap,-0.13,0.0,0.0
6654,699,917033,88,8.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,40813171177,408,609,1320,In-Aisle,-7.87,0.0,0.0
6655,764,10344586,79,1.88,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,40050221081,33923,547,1555,Front End Cap,-1.51,0.0,0.0
6656,725,1098066,79,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,40062112341,400,548,1739,In-Aisle,-0.3,0.0,0.0
6657,786,1044805,98,1.25,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,41904485322,448,682,1053,Front End Cap,-0.54,0.0,0.0
6658,786,849843,101,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,42159040471,339,701,1108,Side-Aisle End Cap,-0.82,0.0,0.0
6659,712,7139529,19,3.0,CONDIMENTS/SAUCES,BBQ SAUCE,1,28601530890,448,128,1316,Other Location Display,-0.39,0.0,0.0
6660,718,833014,23,2.79,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,1,29034355935,324,155,1339,Rear Aisle,-0.2,0.0,0.0
6661,768,1063175,43,1.38,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,2,31343788343,323,293,2114,Other Location Display,-0.62,0.0,0.0
6662,768,5564526,39,2.0,FRZN POTATOES,FRZN FRENCH FRIES,1,30971705075,323,266,0621,Rear End Cap,-0.69,0.0,0.0
6663,706,10149640,30,5.5,BATH TISSUES,TOILET TISSUE,1,30032841129,343,202,2159,Front End Cap,-2.99,0.0,0.0
6664,768,1131438,62,3.99,DINNER SAUSAGE,RED,2,33251775061,323,426,0620,Rear Aisle,-3.99,0.0,0.0
6665,718,1002787,56,8.99,FROZEN MEAT,BEEF - FULLY COOKED,1,32759622439,324,388,1806,Rear End Cap,-2.0,0.0,0.0
6666,768,987480,48,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,31956250377,323,334,0951,Front Aisle,-0.69,0.0,0.0
6667,725,1095669,49,1.0,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,31981481650,400,337,1537,Front End Cap,-0.99,0.0,0.0
6668,768,915617,58,1.0,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,32872957727,323,398,1836,Rear End Cap,-1.99,0.0,0.0
6669,715,6534578,67,2.0,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,1,33906085947,354,464,1546,In-Aisle,-1.99,0.0,0.0
6670,764,841899,54,2.29,FD WRAPS/BAGS/TRSH BG,FOOD STORAGE BAGS,1,32493175293,33923,371,0943,Side-Aisle End Cap,-0.1,0.0,0.0
6671,786,1133254,60,2.5,COLD CEREAL,KIDS CEREAL,1,33155550302,339,418,0859,Mid-Aisle End Cap,-1.59,0.0,0.0
6672,740,12987975,81,2.99,BAG SNACKS,MISC BAG SNACKS,1,40234976029,404,562,1310,Rear Aisle,-0.5,0.0,0.0
6673,622,1065538,81,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,40235147030,298,562,1629,Side-Aisle End Cap,0.0,0.0,0.0
6674,761,1092303,86,2.0,BUTTER,BUTTER,1,40680881965,343,599,1214,In-Aisle,-1.65,0.0,0.0
6675,712,999714,74,2.09,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,35145795382,448,515,1035,Other Location Display,-0.4,0.0,0.0
6676,725,990797,85,2.0,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,40565656840,400,589,1634,Rear End Cap,-0.96,0.0,0.0
6677,725,5568378,95,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41587677288,400,658,1807,Other Location Display,-0.87,0.0,0.0
6678,722,5565536,95,3.34,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2,41628576812,359,662,1626,Front End Cap,-3.04,0.0,0.0
6679,764,838842,95,2.75,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,41652667176,33923,663,2029,Rear Aisle,0.0,0.0,0.0
6680,786,893018,30,2.79,CHEESE,IWS SINGLE CHEESE,1,30036100246,339,208,0915,Other Location Display,-0.2,0.0,0.0
6681,797,931923,23,8.99,DOMESTIC WINE,POPULAR 750ML WINES,1,28970568066,450,153,2011,Other Location Display,0.0,0.0,0.0
6682,768,9526628,25,3.5,FROZEN MEAT,BEEF - FULLY COOKED,1,29277211310,323,173,1236,Rear Aisle,-1.49,0.0,0.0
6683,718,953735,41,0.5,CANDY - PACKAGED,SEASONAL MISCELLANEOUS,1,31185086866,324,283,1532,In-Shelf,-0.5,0.0,0.0
6684,718,834491,34,4.0,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,2,30531481787,324,232,1630,Front End Cap,-1.18,0.0,0.0
6685,630,1106872,31,18.98,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,2,30018166367,306,211,1444,Rear End Cap,-8.6,-1.0,-1.0
6686,696,6463789,30,4.97,FROZEN PIZZA,PIZZA/PREMIUM,1,30032925452,31742,203,1138,Front End Cap,-0.51,0.0,0.0
6687,712,999270,40,5.0,BACON,ECONOMY,2,31085191283,448,275,1331,Rear Aisle,-2.98,0.0,0.0
6688,722,13039659,57,8.99,SUNTAN,SUNTAN PROD W/SPF LOTION/OIL,1,32849265857,359,396,1252,Front Aisle,-0.9,0.0,0.0
6689,699,931967,51,2.0,BAG SNACKS,POTATO CHIPS,1,32186477204,408,354,2005,Other Location Display,-0.99,0.0,0.0
6690,768,1096036,66,1.25,CHEESE,IWS SINGLE CHEESE,1,33659865073,323,454,0628,Other Location Display,-0.57,0.0,0.0
6691,630,989935,53,1.76,BAKING MIXES,LAYER CAKE MIX,2,32446155888,306,369,1258,In-Shelf,-1.62,0.0,0.0
6692,699,859010,54,3.76,BAG SNACKS,TORTILLA/NACHO CHIPS,2,32541782037,408,373,1846,Side-Aisle End Cap,-1.42,0.0,0.0
6693,764,1029743,91,2.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,41238266075,33923,632,1529,Other Location Display,0.0,0.0,0.0
6694,797,990762,78,1.5,FROZEN BREAD/DOUGH,FRZN GARLIC BREAD/TOAST/STICKS,1,35877600743,450,538,1242,Rear Aisle,-0.39,-0.5,-0.5
6695,631,5586942,85,0.4,YOGURT,YOGURT NOT MULTI-PACKS,1,40545616322,389,587,1346,In-Aisle,0.0,0.0,0.0
6696,696,832678,85,2.23,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,40556195969,31742,588,1250,Other Location Display,0.0,0.0,0.0
6697,607,926233,13,1.5,COOKIES/CONES,CHOCOLATE COVERED COOKIES,1,27997283069,432,85,2248,Rear Aisle,-1.29,0.0,0.0
6698,779,940947,30,2.99,HEAT/SERVE,ENTREES,1,30035425666,292,207,1102,Rear Aisle,0.0,0.0,0.0
6699,779,5569327,30,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,30035787252,343,207,2020,In-Aisle,-0.87,0.0,0.0
6700,647,884572,21,9.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,28790054253,343,143,1657,Rear End Cap,-3.5,0.0,0.0
6701,753,6463729,32,2.88,ICE CREAM/MILK/SHERBTS,PREMIUM,1,30106031927,396,217,1954,Front End Cap,-1.91,0.0,0.0
6702,766,981760,39,1.0,EGGS,EGGS - X-LARGE,1,30995985472,333,268,0952,In-Aisle,-0.19,0.0,0.0
6703,718,857849,29,1.12,MARGARINES,MARGARINE  STICK,2,29808137424,324,200,1708,Other Location Display,0.0,0.0,0.0
6704,725,960732,47,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,31804031454,400,323,1445,Rear End Cap,-1.49,0.0,0.0
6705,725,826249,47,1.98,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2,31833762138,400,326,1511,Other Location Display,-0.6,0.0,0.0
6706,753,1074524,58,0.77,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,32932217270,442,401,2103,Rear Aisle,-0.62,0.0,0.0
6707,725,826249,59,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,33041772159,400,410,1456,In-Aisle,-0.41,0.0,0.0
6708,725,9836903,92,1.0,LUNCHMEAT,MISCELLANEOUS,2,41324762648,400,638,1747,Rear Aisle,-0.38,0.0,0.0
6709,712,882013,82,4.39,CONVENIENT BRKFST/WHLSM SNACKS,TREATS,1,40314500201,31742,568,0929,Front End Cap,-0.3,0.0,0.0
6710,768,876695,83,3.34,FROZEN PIZZA,SANDWICHES&HANDHELDS,2,40387215379,323,574,0934,Front End Cap,-1.16,0.0,0.0
6711,661,15926501,83,4.79,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,1,40423608592,427,578,1950,Rear Aisle,0.0,0.0,0.0
6712,630,923528,93,4.0,BAKING NEEDS,BITS & MORSELS,2,41426815868,306,646,1321,In-Shelf,-1.58,0.0,0.0
6713,753,834974,93,2.5,BEVERAGE,CAN/BTL BEVERAGE,1,41439827195,396,647,1841,Side-Aisle End Cap,-0.49,0.0,0.0
6714,622,10285144,94,1.0,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,41493332027,298,651,1654,Front Aisle,-0.49,0.0,0.0
6715,696,934172,99,2.5,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1,42030586862,31742,691,1552,Side-Aisle End Cap,-1.19,0.0,0.0
6716,631,8069020,17,4.99,DINNER SAUSAGE,SMOKED/COOKED,1,28391797384,389,117,1611,Rear Aisle,0.0,0.0,0.0
6717,715,6464086,15,2.5,BACON,BETTER FOR YOU,1,28235265813,354,101,1330,Rear Aisle,-1.29,0.0,0.0
6718,718,863449,33,1.34,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1,30241412378,324,228,1636,Front End Cap,-0.1,0.0,0.0
6719,725,893018,25,2.5,CHEESE,IWS SINGLE CHEESE,1,29221796074,400,168,1305,In-Aisle,-0.49,0.0,0.0
6720,788,895540,33,0.79,WATER - CARBONATED/FLVRD DRINK,DISTILLED WATER,1,30503745571,360,229,1218,Side-Aisle End Cap,0.0,0.0,0.0
6721,712,904129,27,6.99,MEAT - MISC,GRND/PATTY - FROZEN,1,29392005371,448,181,1039,Other Location Display,-2.0,0.0,0.0
6722,712,898068,57,1.67,CONDIMENTS/SAUCES,CATSUP,1,32835645625,448,394,1240,In-Shelf,-1.02,0.0,0.0
6723,786,981760,50,1.0,EGGS,EGGS - X-LARGE,1,32113765188,339,348,0854,Rear Aisle,-0.19,0.0,0.0
6724,716,826249,59,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,32990155201,400,405,0843,In-Aisle,-0.41,0.0,0.0
6725,699,1094262,53,1.53,SPICES & EXTRACTS,SPICES & SEASONINGS,1,32408415169,408,365,0911,Other Location Display,-0.76,0.0,0.0
6726,787,957736,53,9.0,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,2,32445055498,389,367,1013,In-Aisle,-2.98,0.0,0.0
6727,647,9527494,69,2.0,BAG SNACKS,POTATO CHIPS,1,34133781713,343,481,1245,In-Aisle,0.0,0.0,0.0
6728,725,981760,70,0.79,EGGS,EGGS - X-LARGE,1,34164561896,400,483,1604,In-Aisle,-0.37,0.0,0.0
6729,761,999971,86,1.0,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,40652495900,343,596,2120,Other Location Display,-0.29,0.0,0.0
6730,740,908064,91,2.0,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,41238577676,404,632,1841,In-Aisle,-0.68,0.0,0.0
6731,762,929309,89,1.12,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,40888776584,31862,615,1620,Rear End Cap,-0.1,0.0,0.0
6732,764,999730,101,1.28,SOUP,DRY SOUP,1,42172281658,33923,702,1846,Rear Aisle,0.0,0.0,0.0
6733,725,987562,101,1.67,CHEESE,SHREDDED CHEESE,1,42172691328,400,702,1504,Other Location Display,-0.11,0.0,0.0
6734,718,903230,9,1.8,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,27687100515,324,60,1021,In-Aisle,-0.18,0.0,0.0
6735,779,822259,33,5.38,CHARCOAL AND LIGHTER FLUID,FIREWOOD,2,30190585271,343,224,1846,Front Aisle,0.0,0.0,0.0
6736,786,1127328,25,1.79,DRIED FRUIT,RAISINS,1,29277335225,339,173,0858,In-Aisle,-0.4,0.0,0.0
6737,696,1024383,39,2.0,FRUIT - SHELF STABLE,PEACHES,2,30971600429,31742,266,1111,Rear End Cap,-1.38,0.0,0.0
6738,696,1044895,39,1.19,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,1,30971600429,31742,266,1111,Rear End Cap,0.0,0.0,0.0
6739,718,976199,28,6.78,BUTTER,BUTTER,2,29578095203,324,189,0836,In-Aisle,-0.4,0.0,0.0
6740,696,972969,51,6.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,32149316420,31742,351,1731,Side-Aisle End Cap,0.0,0.0,0.0
6741,614,1045220,59,2.0,MEAT - SHELF STABLE,PASTA: CANNED,2,33016075203,288,407,0928,In-Aisle,0.0,0.0,0.0
6742,733,5569471,51,8.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,32187286903,356,354,1505,In-Aisle,-1.38,0.0,0.0
6743,766,1123792,71,0.77,BATH TISSUES,TOILET TISSUE,1,34337980253,333,493,0822,Front End Cap,-0.22,0.0,0.0
6744,601,999971,71,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,34338697863,306,494,2134,In-Aisle,-0.41,0.0,0.0
6745,788,999270,72,2.5,BACON,ECONOMY,1,34577228505,318,498,1736,Rear Aisle,-1.49,0.0,0.0
6746,631,1003188,82,1.49,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1,40341633027,389,571,1804,Rear End Cap,0.0,0.0,0.0
6747,740,918683,82,4.29,COOKWARE & BAKEWARE,METAL BAKEWARE,1,40342041234,404,572,1349,In-Aisle,0.0,0.0,0.0
6748,692,9836526,78,2.5,LUNCHMEAT,POULTRY,1,35891686350,335,539,1539,Rear Aisle,0.0,0.0,0.0
6749,771,910291,85,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,40565602555,359,589,2131,Front Aisle,-0.68,0.0,0.0
6750,712,7025161,12,2.99,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-SEASONAL,1,27950675670,448,82,1147,Rear Aisle,0.0,0.0,0.0
6751,712,7139529,12,3.0,CONDIMENTS/SAUCES,BBQ SAUCE,1,27950675670,448,82,1147,In-Shelf,-0.39,0.0,0.0
6752,762,9655616,19,0.5,CANDY - CHECKLANE,CHEWING GUM,1,28628821620,31862,130,1543,Rear Aisle,-0.49,0.0,0.0
6753,715,859075,31,1.25,CHEESE,SHREDDED CHEESE,1,30055367294,389,215,1432,In-Aisle,-0.64,0.0,0.0
6754,725,828114,21,1.04,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,28789932525,400,143,1742,Front End Cap,-1.05,0.0,0.0
6755,722,997856,21,11.99,DOMESTIC WINE,POPULAR 1.5LT WINES,1,28790494678,359,144,1607,Other Location Display,0.0,0.0,0.0
6756,786,981760,33,1.07,EGGS,EGGS - X-LARGE,1,30217197522,339,226,1958,Rear Aisle,-0.12,0.0,0.0
6757,764,1127831,33,4.0,BERRIES,STRAWBERRIES,2,30241090150,368,228,0841,In-Aisle,-1.98,0.0,0.0
