householdid,productid,storeid,transactiontime,daydate,productdesc,productsubdesc,salesvalue,displayadtypedesc
766,1093571,322,2:16 PM,May 24,DRIED FRUIT,DRIED FRUIT - OTHER,2.49,In-Aisle
699,951821,408,7:57 AM,Sep 19,LUNCHMEAT,MISCELLANEOUS,8,Rear Aisle
706,993592,384,8:31 PM,Jun 14,COLD CEREAL,ALL FAMILY CEREAL,3,Front End Cap
755,914190,388,6:53 PM,Sep 3,CHEESE,CREAM CHEESE,2,In-Aisle
718,1113274,324,10:50 AM,Jul 17,PAPER TOWELS,PAPER TOWELS & HOLDERS,10,Front End Cap
725,1071939,400,2:27 PM,Jan 16,CHEESE,CREAM CHEESE,2,Rear Aisle
718,834572,31782,6:38 PM,Nov 5,FROZEN PIZZA,PIZZA/PREMIUM,3.99,Rear End Cap
718,947983,31782,6:38 PM,Nov 5,DIAPERS & DISPOSABLES,BABY DIAPERS,8.99,Mid-Aisle End Cap
725,5569327,400,11:52 AM,Nov 6,BAG SNACKS,TORTILLA/NACHO CHIPS,1.88,Other Location Display
605,965772,369,1:29 PM,Mar 4,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.34,Other Location Display
725,1038217,400,2:45 PM,Nov 20,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Front End Cap
712,895743,448,11:12 AM,Feb 2,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,2.44,In-Shelf
699,990797,408,7:18 PM,Mar 28,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1.88,Front End Cap
699,13510931,408,7:18 PM,Mar 28,DOG FOODS,DRY DOG FOOD SUPER PREM (ONE/N,8.79,Rear End Cap
601,1114597,329,6:50 PM,Dec 4,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,2,In-Aisle
605,941797,381,11:47 AM,Feb 3,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,4.5,Front End Cap
725,994928,400,2:56 PM,Feb 15,EGGS,EGGS - MEDIUM,1,In-Aisle
725,1098066,400,2:56 PM,Feb 15,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.88,In-Aisle
768,849274,323,8:57 PM,Feb 22,FROZEN PIZZA,PIZZA/PREMIUM,3.34,Front End Cap
712,904129,448,11:53 AM,Jan 8,MEAT - MISC,GRND/PATTY - FROZEN,7.99,Other Location Display
764,923746,33923,4:26 PM,Jun 19,EGGS,EGGS - LARGE,1,In-Aisle
768,1135681,323,11:29 AM,Sep 29,BABY FOODS,BABY SPRING WATERS,3,Other Location Display
706,10204333,343,6:10 AM,Oct 24,CANDY - PACKAGED,CANDY BARS (MULTI PACK),3,Front Aisle
733,1063577,356,6:13 PM,Nov 1,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,2.5,Rear End Cap
614,15926712,288,6:47 PM,Nov 24,BAG SNACKS,BAGGED CHEESE SNACKS,1.68,Rear End Cap
692,6533608,335,1:20 PM,Mar 18,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Rear Aisle
712,1109958,369,11:55 AM,Sep 16,FACIAL TISS/DNR NAPKIN,PAPER NAPKINS,1.98,Mid-Aisle End Cap
725,938547,400,12:10 PM,Sep 17,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,1,Rear End Cap
725,883404,400,2:46 PM,Jul 11,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
605,1115175,369,3:01 PM,Nov 10,BAG SNACKS,TORTILLA/NACHO CHIPS,2.5,In-Aisle
768,1053931,323,9:14 PM,Feb 12,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Rear End Cap
771,940947,424,11:18 AM,Jan 3,HEAT/SERVE,ENTREES,2.99,Rear Aisle
768,867188,323,6:32 AM,Sep 11,FROZEN PIE/DESSERTS,FRZN WHIPPED TOPPING,1,Rear End Cap
786,972665,339,4:59 PM,Oct 4,BREAKFAST SAUSAGE/SANDWICHES,OTHER,7.58,Other Location Display
718,15596488,324,4:42 PM,May 18,COLD CEREAL,ALL FAMILY CEREAL,1.49,Front End Cap
768,916050,323,6:48 AM,Sep 17,SUGARS/SWEETNERS,SUGAR,1.29,In-Shelf
768,1012243,323,6:48 AM,Sep 17,DINNER SAUSAGE,SMOKED/COOKED - BEEF,2.19,Rear Aisle
647,13008136,343,6:44 PM,Jun 3,COLD CEREAL,KIDS CEREAL,2,In-Aisle
631,925944,389,1:16 PM,Jul 30,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1.5,In-Shelf
762,15716907,31862,8:34 PM,Nov 13,HAIR CARE PRODUCTS,SHAMPOO,8.98,Rear End Cap
605,1133018,369,7:10 PM,Nov 14,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1.2,Front End Cap
712,891423,31742,11:02 AM,Apr 21,CHEESE,CHEESE CRACKERS (CHEEZ-ITS/GOL,3.59,Rear End Cap
786,1065538,339,11:57 AM,May 28,BEERS/ALES,BEERALEMALT LIQUORS,14.99,In-Aisle
786,1065538,339,10:43 AM,Jun 1,BEERS/ALES,BEERALEMALT LIQUORS,14.99,In-Aisle
699,912860,408,4:08 PM,Feb 26,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1.99,Front End Cap
718,1105623,324,9:37 AM,Aug 28,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1.49,Rear End Cap
788,910032,289,4:42 PM,Jun 17,HOT DOGS,PREMIUM - MEAT,3.29,Rear Aisle
712,893501,31742,6:02 PM,Sep 21,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,Rear Aisle
718,835058,324,10:51 AM,Jul 23,HEAT/SERVE,ENTREES,0,Rear Aisle
605,850841,369,12:23 PM,Jan 12,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1.07,Other Location Display
741,1034686,315,2:23 PM,Apr 20,CHEESE,SHREDDED CHEESE,3.56,Side-Aisle End Cap
753,1009187,396,3:29 PM,May 8,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,2.5,Rear Aisle
755,15452680,388,5:22 PM,Jun 14,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,2,Side-Aisle End Cap
753,12385477,396,6:07 PM,Oct 12,CHEESE,SHREDDED CHEESE,5,Rear Aisle
647,6534030,438,8:20 PM,Nov 27,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.75,In-Aisle
761,859010,343,11:11 AM,Dec 5,BAG SNACKS,TORTILLA/NACHO CHIPS,2.29,Other Location Display
718,974108,324,5:18 PM,May 22,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,0.98,Front End Cap
725,930917,400,2:08 PM,Feb 5,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf
631,1038217,389,3:47 PM,Dec 10,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Front End Cap
718,941891,324,5:46 PM,Mar 14,FITNESS&DIET,FITNESS&DIET - BARS,1,In-Aisle
786,1098066,339,11:01 PM,Jul 19,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display
768,925626,323,7:10 PM,May 17,FROZEN PIZZA,PIZZA/ECONOMY,1,Front End Cap
630,15926886,306,3:09 PM,Sep 16,BAG SNACKS,POTATO CHIPS,2.5,Side-Aisle End Cap
630,1079223,306,1:30 PM,Jun 2,BAG SNACKS,PRETZELS,1,Side-Aisle End Cap
761,1085357,343,12:43 PM,Sep 20,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,5.99,Rear End Cap
787,7025106,389,8:26 AM,Sep 29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,In-Aisle
766,7155863,333,2:14 PM,Nov 13,CONDIMENTS/SAUCES,BBQ SAUCE,2,Rear End Cap
712,949965,448,10:35 AM,Apr 4,DINNER SAUSAGE,SMOKED/COOKED,0,Rear Aisle
797,908064,450,8:14 PM,Apr 22,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,2.5,Rear Aisle
786,1012922,339,10:43 AM,Jun 1,DINNER SAUSAGE,SMOKED/COOKED,2.99,Rear Aisle
725,6463742,400,2:26 PM,Jul 4,CHEESE,SHREDDED CHEESE,2,In-Aisle
761,1087605,343,11:53 AM,Jul 5,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,2.5,Side-Aisle End Cap
605,845082,448,7:04 PM,Jul 21,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2.39,Rear End Cap
768,899618,323,10:58 AM,Nov 15,WATER,SPRING WATER,4,Other Location Display
766,10149640,333,11:24 AM,Nov 25,BATH TISSUES,TOILET TISSUE,4.99,Rear End Cap
680,5569374,424,5:49 PM,Dec 13,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.75,In-Aisle
614,840361,288,4:43 PM,Dec 13,EGGS,EGGS - LARGE,1,Rear Aisle
740,8065410,404,7:45 PM,Dec 14,BACON,ECONOMY,5,Rear Aisle
755,1055853,338,2:45 PM,Dec 15,YOGURT,YOGURT NOT MULTI-PACKS,1,In-Aisle
771,8160319,359,12:46 AM,Jan 14,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.34,Front Aisle
771,5568729,359,10:52 PM,Sep 24,BAG SNACKS,TORTILLA/NACHO CHIPS,3.3,Side-Aisle End Cap
699,907631,408,7:27 PM,May 23,FROZEN PIZZA,SNACKS/APPETIZERS,3,Front End Cap
699,1032924,408,1:20 PM,Sep 2,BAG SNACKS,POTATO CHIPS,2.5,Other Location Display
718,1058779,324,12:03 PM,Oct 15,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1.25,In-Shelf
718,1105108,327,4:08 PM,Sep 14,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1.29,In-Aisle
787,1113274,389,9:29 AM,Jul 19,PAPER TOWELS,PAPER TOWELS & HOLDERS,5.5,Front End Cap
605,1058997,369,1:52 PM,Jan 16,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display
764,13190503,33923,9:22 AM,Jan 17,TOYS AND GAMES,PARTY SEASONAL,2,In-Aisle
761,904240,343,12:13 PM,Nov 4,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,19.99,Rear Aisle
718,849843,324,5:06 PM,Nov 20,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1.2,Other Location Display
718,1129266,324,6:14 PM,Nov 22,BAG SNACKS,DIPS (NON-REFRIGERATED),2.5,Rear Aisle
631,849843,389,12:20 PM,Mar 15,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0.99,In-Aisle
788,849843,318,5:36 PM,May 14,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1.98,In-Aisle
761,14019783,343,12:31 PM,Jul 26,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE W/FLOUR,2.5,In-Aisle
788,925514,360,4:46 PM,Sep 3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.75,Front Aisle
786,13945141,339,4:37 PM,Jun 19,BAG SNACKS,POTATO CHIPS,2,Other Location Display
786,956902,316,11:02 AM,Oct 25,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,1.88,Front End Cap
631,1055207,389,4:11 PM,Apr 28,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,In-Shelf
718,826249,324,7:53 PM,May 9,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.89,Other Location Display
768,1002787,323,9:31 AM,Aug 2,FROZEN MEAT,BEEF - FULLY COOKED,7.16,Rear Aisle
607,1113768,432,11:03 PM,Sep 17,FRZN BREAKFAST FOODS,FRZN BREAKFAST PASTRY,1.82,Rear End Cap
712,1056509,448,12:51 PM,Aug 12,MILK BY-PRODUCTS,COTTAGE CHEESE,1.88,In-Aisle
692,1047316,335,3:51 PM,Jun 5,STATIONERY & SCHOOL SUPPLIES,WRITING INSTRUMENTS,2.59,In-Aisle
661,1108168,427,5:48 PM,Aug 21,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1.88,Rear End Cap
716,1022119,400,8:48 AM,Nov 11,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1.25,Front End Cap
768,899618,323,6:33 AM,Nov 12,WATER,SPRING WATER,2,Other Location Display
647,6533362,438,8:23 PM,Jan 20,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
696,5591170,358,12:19 PM,Mar 28,CHEESE,SHREDDED CHEESE,2.29,Rear Aisle
797,1133254,450,4:57 PM,Dec 10,COLD CEREAL,KIDS CEREAL,3,Rear End Cap
753,966103,317,7:10 PM,Dec 17,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,Front End Cap
630,5591939,306,3:20 PM,Dec 22,COFFEE,GROUND COFFEE,3.99,Front End Cap
718,1002787,324,3:43 PM,Jan 1,FROZEN MEAT,BEEF - FULLY COOKED,9.99,Rear Aisle
761,1019386,343,3:54 PM,Jul 11,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,2.5,Side-Aisle End Cap
712,999270,448,1:31 PM,May 16,BACON,ECONOMY,5,Rear Aisle
768,850841,323,6:19 AM,Jun 23,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1.76,Front End Cap
788,925514,360,9:41 AM,Sep 7,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,Front Aisle
680,891405,424,6:28 PM,Jun 30,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BAGELS,1,Rear Aisle
699,917381,408,12:51 PM,Aug 16,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,1.59,In-Shelf
725,826249,400,5:39 PM,Jul 3,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.99,In-Aisle
761,856772,343,11:07 AM,Jul 3,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle
606,877337,446,9:58 PM,Nov 12,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1.88,Rear Aisle
718,903230,324,10:21 AM,Mar 2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.8,In-Aisle
762,9655616,31862,3:43 PM,May 11,CANDY - CHECKLANE,CHEWING GUM,0.5,Rear Aisle
622,886926,356,5:51 PM,Aug 6,STATIONERY & SCHOOL SUPPLIES,TAPE & MAILING PRODUCTS,1.99,Mid-Aisle End Cap
607,942525,402,2:09 PM,May 27,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1.88,Front End Cap
607,893018,372,9:08 PM,Jul 6,CHEESE,IWS SINGLE CHEESE,2,In-Aisle
722,1003188,359,4:58 PM,Feb 23,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1.89,Rear End Cap
755,6534030,382,5:51 PM,Jan 11,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,In-Aisle
696,5569845,31742,9:51 PM,Apr 12,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Rear Aisle
706,5569471,343,8:59 AM,Oct 1,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.67,In-Aisle
786,1065538,339,8:51 AM,Aug 3,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Front Aisle
761,5569471,343,11:39 AM,Oct 2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.67,In-Aisle
630,883299,306,1:17 PM,Oct 8,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,1.5,In-Shelf
630,8065410,306,5:41 PM,Oct 16,BACON,ECONOMY,5,Rear Aisle
647,954146,438,8:20 PM,Nov 27,COOKIES/CONES,VANILLA WAFER/KIDS COOKIES,2.89,In-Shelf
605,965772,369,12:53 PM,Nov 28,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.99,Other Location Display
712,7025161,448,11:47 AM,Mar 24,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-SEASONAL,2.99,Rear Aisle
712,7139529,448,11:47 AM,Mar 24,CONDIMENTS/SAUCES,BBQ SAUCE,3,In-Shelf
715,859075,389,2:32 PM,Aug 4,CHEESE,SHREDDED CHEESE,1.25,In-Aisle
725,828114,400,5:42 PM,May 24,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1.04,Front End Cap
722,997856,359,4:07 PM,May 25,DOMESTIC WINE,POPULAR 1.5LT WINES,11.99,Other Location Display
786,981760,339,7:58 PM,Aug 15,EGGS,EGGS - X-LARGE,1.07,Rear Aisle
764,1127831,368,8:41 AM,Aug 17,BERRIES,STRAWBERRIES,4,In-Aisle
779,5569230,343,5:56 PM,Aug 25,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Side-Aisle End Cap
787,10149640,389,9:29 AM,Jul 19,BATH TISSUES,TOILET TISSUE,5.5,Front End Cap
718,1045109,324,9:30 PM,Nov 6,FROZEN MEAT,FRZN BREADED PREPARED CHICK,0.65,Other Location Display
718,859075,324,7:16 PM,Mar 22,CHEESE,SHREDDED CHEESE,3.22,In-Aisle
718,921744,324,8:55 AM,Dec 24,BAG SNACKS,TORTILLA/NACHO CHIPS,4.78,In-Aisle
647,925514,343,6:31 PM,Sep 9,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.25,In-Aisle
696,827570,31742,8:07 PM,Jul 8,LUNCHMEAT,LUNCH COMBO,1.99,Rear Aisle
766,1008032,333,3:50 PM,Apr 26,COFFEE,GROUND COFFEE,4.99,Rear End Cap
766,1123792,333,8:22 AM,May 9,BATH TISSUES,TOILET TISSUE,0.77,Front End Cap
601,999971,306,9:34 PM,May 10,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
788,999270,318,5:36 PM,May 14,BACON,ECONOMY,2.5,Rear Aisle
631,1003188,389,6:04 PM,Jul 26,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,1.49,Rear End Cap
740,918683,404,1:49 PM,Jul 27,COOKWARE & BAKEWARE,METAL BAKEWARE,4.29,In-Aisle
715,1133877,415,10:39 AM,Nov 17,FROZEN PIZZA,SNACKS/APPETIZERS,1,Front End Cap
630,1088640,355,6:02 PM,Apr 29,CHEESE,LOAF CHEESE,3.99,Other Location Display
788,5569845,360,2:31 PM,Mar 18,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
607,842140,432,8:58 PM,Jul 29,CHEESE,SHREDDED CHEESE,1.67,Rear Aisle
731,952434,445,1:05 PM,Jul 30,CANDY - PACKAGED,CANDY BAGS-NON CHOCOLATE,1.5,In-Aisle
715,1033615,354,4:43 PM,Sep 13,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,2.97,Other Location Display
779,822259,343,6:46 PM,Aug 13,CHARCOAL AND LIGHTER FLUID,FIREWOOD,5.38,Front Aisle
786,1127328,339,8:58 AM,Jun 23,DRIED FRUIT,RAISINS,1.79,In-Aisle
696,1024383,31742,11:11 AM,Sep 24,FRUIT - SHELF STABLE,PEACHES,2,Rear End Cap
696,1044895,31742,11:11 AM,Sep 24,FLOUR & MEALS,FLOUR: WHITE & SELF RISING,1.19,Rear End Cap
718,976199,324,8:36 AM,Jul 9,BUTTER,BUTTER,6.78,In-Aisle
647,8090532,438,8:23 PM,Jan 20,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
661,10121965,427,8:36 PM,Nov 14,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1.99,Rear End Cap
786,1105450,339,9:44 AM,Dec 8,SNACK NUTS,VAC PAC NUTS(CANS),4.99,Mid-Aisle End Cap
718,850102,324,5:43 PM,Feb 5,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,4.88,Rear Aisle
696,972969,31742,5:31 PM,Dec 18,IMPORTED WINE,AUSTRALIAN/NZ WINES,6.99,Side-Aisle End Cap
614,1045220,288,9:28 AM,Feb 12,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Aisle
733,5569471,356,3:05 PM,Dec 21,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,8,In-Aisle
706,999971,343,3:19 PM,Apr 24,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.99,In-Aisle
696,13382402,31742,9:06 PM,Aug 20,CRACKERS/MISC BKD FD,SNACK CRACKERS,2.69,Side-Aisle End Cap
680,9859188,424,2:06 PM,Jul 11,STATIONERY & SCHOOL SUPPLIES,SCHOOL PAPER,2,Front Aisle
696,1126899,31742,11:11 PM,Jun 4,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,5.38,Front End Cap
692,9836526,335,3:39 PM,Jun 24,LUNCHMEAT,POULTRY,2.5,Rear Aisle
771,910291,359,9:31 PM,Aug 13,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.5,Front Aisle
764,1083721,33923,3:08 PM,Sep 9,FROZEN PIZZA,PIZZA/ECONOMY,1,Other Location Display
712,930917,448,1:20 PM,May 27,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf
712,1051989,448,1:20 PM,May 27,DINNER SAUSAGE,SMOKED/COOKED,2.5,Rear Aisle
722,878637,359,11:04 AM,Oct 26,FRZN POTATOES,FRZN HASHBROWN POTATOES,1.5,Rear End Cap
722,870513,359,12:40 PM,Jun 16,DINNER SAUSAGE,FRESH,3,Other Location Display
788,854042,313,1:58 PM,Jul 5,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Rear End Cap
630,1122732,323,11:58 AM,Sep 28,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1.34,Rear End Cap
605,859075,369,7:56 PM,Oct 1,CHEESE,SHREDDED CHEESE,1.5,Rear Aisle
661,1138292,427,1:42 AM,Nov 3,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,3.73,Other Location Display
740,824122,404,2:36 PM,Oct 3,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,3.34,Other Location Display
712,940766,448,3:06 PM,Mar 3,CHEESE,SHREDDED CHEESE,1.5,In-Aisle
614,849843,288,8:32 PM,Jan 29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,0.88,Other Location Display
762,1104414,391,8:23 PM,Feb 24,CRACKERS/MISC BKD FD,SNACK CRACKERS,5,Rear End Cap
712,8291322,448,10:33 AM,May 5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,3.99,Rear Aisle
680,1124729,424,5:44 PM,Jul 15,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Rear End Cap
718,859075,324,7:36 PM,Sep 13,CHEESE,SHREDDED CHEESE,5,In-Aisle
788,926233,360,4:57 PM,Jun 13,COOKIES/CONES,CHOCOLATE COVERED COOKIES,2,Rear Aisle
696,1126899,31742,6:53 PM,Oct 11,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,4.58,Front End Cap
699,1078763,408,9:08 AM,Dec 6,PASTA SAUCE,MAINSTREAM,1.69,Rear End Cap
631,9676866,389,1:39 PM,Apr 26,PAPER TOWELS,PAPER TOWELS & HOLDERS,4.77,In-Shelf
718,10456459,324,3:38 PM,Oct 4,GREETING CARDS/WRAP/PARTY SPLY,GIFT-WRAP SEASONAL,10,In-Aisle
607,918335,372,5:31 PM,Aug 15,CHEESE,SHREDDED CHEESE,1.25,In-Shelf
786,972665,339,7:58 PM,Aug 15,BREAKFAST SAUSAGE/SANDWICHES,OTHER,3.59,Other Location Display
692,8090600,335,3:48 PM,Jun 14,SOFT DRINKS,TEA SWEETENED,2.5,Rear Aisle
680,871756,424,4:49 PM,Oct 12,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,2,Front End Cap
788,1071939,313,3:40 PM,Oct 12,CHEESE,CREAM CHEESE,3,In-Aisle
647,9527494,438,10:06 PM,Jun 27,BAG SNACKS,POTATO CHIPS,2.14,In-Aisle
607,1094955,432,6:25 PM,Oct 15,MEAT - SHELF STABLE,SANDWICH SAUCE,1.31,In-Aisle
797,1050883,450,4:51 PM,Nov 6,SEAFOOD - MISC,SEAFOOD-MISC-SAUCES/MARIN-WET,1,Rear Aisle
718,1097001,324,4:36 PM,Dec 1,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.34,Other Location Display
605,9527290,369,4:33 PM,Dec 2,BAG SNACKS,POTATO CHIPS,2,Other Location Display
768,845894,323,8:06 PM,Dec 28,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,2.5,Rear End Cap
768,898510,323,7:21 PM,Aug 8,SOUP,RTS SOUP: CHUNKY/HOMESTYLE ET,1.25,Front End Cap
725,895680,400,6:07 PM,Oct 21,FROZEN PIZZA,PIZZA/TRADITIONAL,3.23,Rear End Cap
631,860501,389,4:11 PM,Apr 28,DINNER SAUSAGE,SMOKED/COOKED,3,Rear Aisle
718,1080279,324,5:49 PM,Mar 12,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.2,Other Location Display
718,956609,324,10:35 AM,May 2,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,1,Other Location Display
607,844991,432,8:58 PM,Jul 29,CHEESE,SHREDDED CHEESE,1.67,Rear Aisle
771,1118393,359,9:47 AM,Aug 1,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.6,Front Aisle
725,930917,400,10:53 AM,May 18,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf
622,1029688,356,6:47 PM,Jun 2,BEERS/ALES,BEERALEMALT LIQUORS,15.99,Front Aisle
731,851569,438,10:00 AM,Jun 4,SOFT DRINKS,ENERGY DRINK,6.99,Side-Aisle End Cap
622,927030,356,7:04 PM,Jun 20,FROZEN PIZZA,PIZZA/TRADITIONAL,5,Front End Cap
696,872137,31742,11:45 AM,Aug 21,BUTTER,BUTTER,2.99,Rear Aisle
788,932675,410,9:24 PM,Apr 16,BAG SNACKS,CORN CHIPS,1.48,Front Aisle
761,1134522,343,1:37 PM,Feb 7,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle
762,1053730,31862,5:17 PM,Apr 29,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,3.99,Rear Aisle
740,826835,404,8:24 PM,Oct 4,BAKING NEEDS,PIE FILLING MINCEMEAT GLAZES,5,Other Location Display
753,924804,396,9:56 PM,Sep 13,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,1.67,Rear End Cap
731,916381,384,3:31 PM,Sep 6,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,Mid-Aisle End Cap
631,1106601,389,2:42 PM,Jun 25,HOT CEREAL,INSTANT OATMEAL,1.99,Rear End Cap
725,914190,400,4:34 PM,Aug 13,CHEESE,CREAM CHEESE,2,In-Aisle
696,9416729,31742,8:15 PM,Jul 3,HOT DOGS,PREMIUM - MEAT,2,Rear Aisle
607,910673,372,6:10 PM,Apr 4,MEAT - MISC,WINGS (IQF),3.99,Other Location Display
